locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJIACEAL_00381	CDS	3468	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KJIACEAL_00382	CDS	369	rplL			50S ribosomal protein L7/L12
KJIACEAL_00383	CDS	495	rplJ			50S ribosomal protein L10
KJIACEAL_00384	CDS	675	rplA			50S ribosomal protein L1
KJIACEAL_00385	CDS	435	rplK		COG0080	50S ribosomal protein L11
KJIACEAL_00386	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
KJIACEAL_00387	CDS	171	secE			Protein translocase subunit SecE
KJIACEAL_00388	tRNA	74				tRNA-Trp(cca)
KJIACEAL_00389	CDS	180	rpmG			50S ribosomal protein L33
KJIACEAL_00390	tRNA	73				tRNA-Thr(ggt)
KJIACEAL_00391	CDS	852				hypothetical protein
KJIACEAL_00392	CDS	1065				hypothetical protein
KJIACEAL_00393	CDS	1308				hypothetical protein
KJIACEAL_00394	CDS	657				hypothetical protein
KJIACEAL_00395	CDS	1527				hypothetical protein
KJIACEAL_00396	CDS	1191				hypothetical protein
KJIACEAL_00397	CDS	1467	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KJIACEAL_00398	CDS	600				hypothetical protein
KJIACEAL_00399	CDS	768				hypothetical protein
KJIACEAL_00400	CDS	1116	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
KJIACEAL_00401	CDS	1869	fruA_1		COG1299	PTS system fructose-specific EIIABC component
KJIACEAL_00402	CDS	636				hypothetical protein
KJIACEAL_00403	CDS	882	nucA	3.1.30.-		Nuclease
KJIACEAL_00404	CDS	765				hypothetical protein
KJIACEAL_00405	CDS	597				hypothetical protein
KJIACEAL_00406	CDS	1020				hypothetical protein
KJIACEAL_00407	CDS	861	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
KJIACEAL_00408	CDS	1149	cheB_1	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
KJIACEAL_00409	CDS	1209				hypothetical protein
KJIACEAL_00410	CDS	633	adk	2.7.4.3		Adenylate kinase
KJIACEAL_00411	CDS	1050				hypothetical protein
KJIACEAL_00412	CDS	933	cheB_2	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
KJIACEAL_00413	CDS	4449	rcsC	2.7.13.3		Sensor histidine kinase RcsC
KJIACEAL_00414	rRNA	105				5S ribosomal RNA
KJIACEAL_00415	CDS	843	cof	3.6.1.-	COG0561	HMP-PP phosphatase
KJIACEAL_00416	CDS	525	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
KJIACEAL_00417	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KJIACEAL_00418	CDS	1395	purB	4.3.2.2		Adenylosuccinate lyase
KJIACEAL_00419	CDS	537		3.2.2.-		Putative 3-methyladenine DNA glycosylase
KJIACEAL_00420	tRNA	74				tRNA-Ile(gat)
KJIACEAL_00421	tRNA	77				tRNA-Ala(tgc)
KJIACEAL_00422	rRNA	1533				16S ribosomal RNA
KJIACEAL_00423	CDS	1401	radA	3.6.4.-	COG1066	DNA repair protein RadA
KJIACEAL_00424	CDS	300				hypothetical protein
KJIACEAL_00425	CDS	675	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
KJIACEAL_00426	CDS	321				hypothetical protein
KJIACEAL_00427	CDS	390				hypothetical protein
KJIACEAL_00428	CDS	579	yigZ		COG1739	IMPACT family member YigZ
KJIACEAL_00429	CDS	753	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KJIACEAL_00430	CDS	705				hypothetical protein
KJIACEAL_00431	CDS	783	spo0J		COG1475	Stage 0 sporulation protein J
KJIACEAL_00432	CDS	2433	gyrA_2	5.99.1.3	COG0188	DNA gyrase subunit A
KJIACEAL_00433	CDS	1905	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
KJIACEAL_00434	CDS	1455	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KJIACEAL_00435	CDS	1161	dnaN			Beta sliding clamp
KJIACEAL_00436	CDS	1068	recF		COG1195	DNA replication and repair protein RecF
KJIACEAL_00437	CDS	300				hypothetical protein
KJIACEAL_00438	CDS	156	rpmH		COG0230	50S ribosomal protein L34
KJIACEAL_00439	CDS	345	rnpA	3.1.26.5		Ribonuclease P protein component
KJIACEAL_00440	CDS	1638	yidC			Membrane protein insertase YidC
KJIACEAL_00441	CDS	723				hypothetical protein
KJIACEAL_00442	CDS	1059	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
KJIACEAL_00443	CDS	159				hypothetical protein
KJIACEAL_00444	CDS	1080	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
KJIACEAL_00445	CDS	411	hspA		COG0071	Spore protein SP21
KJIACEAL_00446	CDS	1758	aspS	6.1.1.12		Aspartate--tRNA ligase
KJIACEAL_00447	CDS	2121	kefB			Glutathione-regulated potassium-efflux system protein KefB
KJIACEAL_00448	CDS	282	ptsH_1			Phosphocarrier protein HPr
KJIACEAL_00449	CDS	297				hypothetical protein
KJIACEAL_00450	CDS	723	rpoN		COG1508	RNA polymerase sigma-54 factor
KJIACEAL_00451	CDS	588				hypothetical protein
KJIACEAL_00452	CDS	585				hypothetical protein
KJIACEAL_00453	CDS	867	mscS		COG0668	Small-conductance mechanosensitive channel
KJIACEAL_00454	CDS	1152	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
KJIACEAL_00455	CDS	984				hypothetical protein
KJIACEAL_00456	CDS	1809	uvrC		COG0322	UvrABC system protein C
KJIACEAL_00457	CDS	1518				hypothetical protein
KJIACEAL_00458	CDS	1308				hypothetical protein
KJIACEAL_00459	tRNA	90				tRNA-Ser(gct)
KJIACEAL_00460	tRNA	87				tRNA-Ser(tga)
KJIACEAL_00461	CDS	711				hypothetical protein
KJIACEAL_00462	tRNA	76				tRNA-Arg(gcg)
KJIACEAL_00463	tRNA	89				tRNA-Ser(gga)
KJIACEAL_00464	CDS	1653				hypothetical protein
KJIACEAL_00465	CDS	300	ebfC		COG0718	Nucleoid-associated protein EbfC
KJIACEAL_00466	CDS	585	recR		COG0353	Recombination protein RecR
KJIACEAL_00467	CDS	510	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
KJIACEAL_00468	CDS	819	dpnM	2.1.1.72		Modification methylase DpnIIA
KJIACEAL_00469	CDS	537				hypothetical protein
KJIACEAL_00470	CDS	711				hypothetical protein
KJIACEAL_00471	CDS	792	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KJIACEAL_00472	CDS	690				hypothetical protein
KJIACEAL_00473	CDS	747	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
KJIACEAL_00474	CDS	513	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
KJIACEAL_00475	CDS	228				hypothetical protein
KJIACEAL_00476	CDS	819	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
KJIACEAL_00477	CDS	1281	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
KJIACEAL_00478	CDS	1347	mepA		COG0534	Multidrug export protein MepA
KJIACEAL_00479	CDS	390				hypothetical protein
KJIACEAL_00480	CDS	1185	tufA		COG0050	Elongation factor Tu
KJIACEAL_00481	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KJIACEAL_00482	CDS	630	rplC		COG0087	50S ribosomal protein L3
KJIACEAL_00483	CDS	630	rplD		COG0088	50S ribosomal protein L4
KJIACEAL_00484	CDS	297	rplW		COG0089	50S ribosomal protein L23
KJIACEAL_00485	CDS	834	rplB			50S ribosomal protein L2
KJIACEAL_00486	CDS	279	rpsS		COG0185	30S ribosomal protein S19
KJIACEAL_00487	CDS	363	rplV		COG0091	50S ribosomal protein L22
KJIACEAL_00488	CDS	831	rpsC		COG0092	30S ribosomal protein S3
KJIACEAL_00489	CDS	417	rplP		COG0197	50S ribosomal protein L16
KJIACEAL_00490	CDS	201	rpmC			50S ribosomal protein L29
KJIACEAL_00491	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
KJIACEAL_00492	CDS	369	rplN		COG0093	50S ribosomal protein L14
KJIACEAL_00493	CDS	306	rplX		COG0198	50S ribosomal protein L24
KJIACEAL_00494	CDS	549	rplE			50S ribosomal protein L5
KJIACEAL_00495	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
KJIACEAL_00496	CDS	399	rpsH		COG0096	30S ribosomal protein S8
KJIACEAL_00497	CDS	543	rplF			50S ribosomal protein L6
KJIACEAL_00498	CDS	360	rplR		COG0256	50S ribosomal protein L18
KJIACEAL_00499	CDS	495	rpsE		COG0098	30S ribosomal protein S5
KJIACEAL_00500	CDS	312				hypothetical protein
KJIACEAL_00501	CDS	438	rplO		COG0200	50S ribosomal protein L15
KJIACEAL_00502	CDS	1305	secY		COG0201	Protein translocase subunit SecY
KJIACEAL_00503	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
KJIACEAL_00504	CDS	378	rpsM		COG0099	30S ribosomal protein S13
KJIACEAL_00505	CDS	390	rpsK		COG0100	30S ribosomal protein S11
KJIACEAL_00506	CDS	1032	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KJIACEAL_00507	CDS	372	rplQ		COG0203	50S ribosomal protein L17
KJIACEAL_00508	CDS	1542	rny	3.1.-.-	COG1418	Ribonuclease Y
KJIACEAL_00509	CDS	792	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
KJIACEAL_00510	CDS	792	tlyA		COG1189	Hemolysin A
KJIACEAL_00511	CDS	759				hypothetical protein
KJIACEAL_00512	CDS	1317	der		COG1160	GTPase Der
KJIACEAL_00513	CDS	1254				hypothetical protein
KJIACEAL_00514	CDS	687	ppaX	3.6.1.1		Pyrophosphatase PpaX
KJIACEAL_00515	CDS	7185				hypothetical protein
KJIACEAL_00516	CDS	1548	pheS	6.1.1.20		Phenylalanine--tRNA ligase alpha subunit
KJIACEAL_00517	CDS	1695	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
KJIACEAL_00518	CDS	978	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KJIACEAL_00519	CDS	735	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KJIACEAL_00520	CDS	1104	dnaJ		COG0484	Chaperone protein DnaJ
KJIACEAL_00521	CDS	1899	dnaK_2		COG0443	Chaperone protein DnaK
KJIACEAL_00522	CDS	549	grpE		COG0576	Protein GrpE
KJIACEAL_00523	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
KJIACEAL_00524	CDS	1569	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
KJIACEAL_00525	CDS	1584				hypothetical protein
KJIACEAL_00526	CDS	426				hypothetical protein
KJIACEAL_00527	CDS	1803				hypothetical protein
KJIACEAL_00528	CDS	786	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
KJIACEAL_00529	CDS	816				hypothetical protein
KJIACEAL_00530	CDS	612				hypothetical protein
KJIACEAL_00531	CDS	1287				hypothetical protein
KJIACEAL_00532	CDS	759	rbn	3.1.26.11		Ribonuclease BN
KJIACEAL_00533	CDS	762	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KJIACEAL_00534	CDS	747				hypothetical protein
KJIACEAL_00535	CDS	2832				hypothetical protein
KJIACEAL_00536	CDS	1473				hypothetical protein
KJIACEAL_00537	tRNA	75				tRNA-Glu(ttc)
KJIACEAL_00538	tRNA	73				tRNA-Lys(ttt)
KJIACEAL_00539	tRNA	74				tRNA-Lys(ctt)
KJIACEAL_00540	CDS	636	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
KJIACEAL_00541	CDS	351				hypothetical protein
KJIACEAL_00542	CDS	696	ybhL		COG0670	Inner membrane protein YbhL
KJIACEAL_00543	CDS	2079	fusA_1		COG0480	Elongation factor G
KJIACEAL_00544	CDS	228				hypothetical protein
KJIACEAL_00545	CDS	1080				hypothetical protein
KJIACEAL_00546	CDS	540	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
KJIACEAL_00547	CDS	633				hypothetical protein
KJIACEAL_00548	CDS	1221				hypothetical protein
KJIACEAL_00549	CDS	1365	fucK	2.7.1.51		L-fuculokinase
KJIACEAL_00550	CDS	705				hypothetical protein
KJIACEAL_00551	CDS	597	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
KJIACEAL_00552	CDS	2718	polA	2.7.7.7	COG0258	DNA polymerase I
KJIACEAL_00553	CDS	399				hypothetical protein
KJIACEAL_00554	CDS	420	fliS			Flagellar secretion chaperone FliS
KJIACEAL_00555	CDS	381	cheY_1		COG0784	Chemotaxis protein CheY
KJIACEAL_00556	CDS	2010	ligA	6.5.1.2		DNA ligase
KJIACEAL_00557	CDS	2256	smc_2			Chromosome partition protein Smc
KJIACEAL_00558	CDS	1866				hypothetical protein
KJIACEAL_00559	CDS	462				hypothetical protein
KJIACEAL_00560	CDS	864				hypothetical protein
KJIACEAL_00561	CDS	261	ptsH_2		COG1925	Phosphocarrier protein HPr
KJIACEAL_00562	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KJIACEAL_00563	CDS	570				hypothetical protein
KJIACEAL_00564	CDS	1848	htpG		COG0326	Chaperone protein HtpG
KJIACEAL_00565	CDS	1395	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
KJIACEAL_00566	CDS	540				hypothetical protein
KJIACEAL_00567	CDS	519				hypothetical protein
KJIACEAL_00568	CDS	516				hypothetical protein
KJIACEAL_00569	CDS	537	cheW_2		COG0835	Chemotaxis protein CheW
KJIACEAL_00570	CDS	312				hypothetical protein
KJIACEAL_00571	CDS	2145	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
KJIACEAL_00572	CDS	1152	cheB_3	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
KJIACEAL_00573	CDS	1773				hypothetical protein
KJIACEAL_00574	CDS	375	cheY_2		COG0784	Chemotaxis protein CheY
KJIACEAL_00575	CDS	1344		3.4.13.-	COG0624	Putative dipeptidase
KJIACEAL_00576	tRNA	86				tRNA-Leu(caa)
KJIACEAL_00577	CDS	690				hypothetical protein
KJIACEAL_00578	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KJIACEAL_00579	CDS	819	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
KJIACEAL_00580	CDS	861				hypothetical protein
KJIACEAL_00581	CDS	1611	pyrG	6.3.4.2		CTP synthase
KJIACEAL_00582	CDS	690				hypothetical protein
KJIACEAL_00583	CDS	1179				hypothetical protein
KJIACEAL_00584	CDS	3444	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KJIACEAL_00585	CDS	573				hypothetical protein
KJIACEAL_00586	CDS	2064	recG	3.6.4.12		ATP-dependent DNA helicase RecG
KJIACEAL_00587	CDS	795	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
KJIACEAL_00588	CDS	258				hypothetical protein
KJIACEAL_00589	CDS	1344				hypothetical protein
KJIACEAL_00590	CDS	1356	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KJIACEAL_00591	CDS	1050				hypothetical protein
KJIACEAL_00592	CDS	2190	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
KJIACEAL_00593	CDS	1047	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KJIACEAL_00594	CDS	837	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
KJIACEAL_00595	CDS	1275				hypothetical protein
KJIACEAL_00596	CDS	708				hypothetical protein
KJIACEAL_00597	CDS	1932		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
KJIACEAL_00598	CDS	1755	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
KJIACEAL_00599	CDS	594				hypothetical protein
KJIACEAL_00600	CDS	2217				hypothetical protein
KJIACEAL_00601	CDS	2199				hypothetical protein
KJIACEAL_00602	CDS	918	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KJIACEAL_00603	CDS	1446	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KJIACEAL_00604	CDS	1557				hypothetical protein
KJIACEAL_00605	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KJIACEAL_00606	CDS	750	djlA			DnaJ-like protein DjlA
KJIACEAL_00607	CDS	1797				hypothetical protein
KJIACEAL_00608	CDS	1503	lutP		COG1620	L-lactate permease
KJIACEAL_00609	CDS	951	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
KJIACEAL_00610	CDS	162				hypothetical protein
KJIACEAL_00611	CDS	528	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
KJIACEAL_00612	CDS	1422	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KJIACEAL_00613	tRNA	75				tRNA-His(gtg)
KJIACEAL_00614	tRNA	76				tRNA-Arg(tcg)
KJIACEAL_00615	tRNA	83				tRNA-Leu(tag)
KJIACEAL_00616	tRNA	72				tRNA-Gly(gcc)
KJIACEAL_00617	CDS	1347	tig	5.2.1.8	COG0544	Trigger factor
KJIACEAL_00618	CDS	600	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KJIACEAL_00619	CDS	1290	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
KJIACEAL_00620	CDS	2436	lon1_2	3.4.21.53	COG0466	Lon protease 1
KJIACEAL_00621	CDS	147				hypothetical protein
KJIACEAL_00622	CDS	627	rpsD		COG0522	30S ribosomal protein S4
KJIACEAL_00623	tRNA	74				tRNA-Met(cat)
KJIACEAL_00624	CDS	1314				hypothetical protein
KJIACEAL_00625	CDS	369				hypothetical protein
KJIACEAL_00626	CDS	456	cdd	3.5.4.5	COG0295	Cytidine deaminase
KJIACEAL_00627	CDS	960	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
KJIACEAL_00628	CDS	1656	nagZ_2	3.2.1.52		Beta-hexosaminidase
KJIACEAL_00629	tRNA	74				tRNA-Met(cat)
KJIACEAL_00630	CDS	546	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
KJIACEAL_00631	CDS	1227	ackA	2.7.2.1	COG0282	Acetate kinase
KJIACEAL_00632	CDS	3369	mfd	3.6.4.-		Transcription-repair-coupling factor
KJIACEAL_00633	CDS	963				hypothetical protein
KJIACEAL_00634	CDS	2061				hypothetical protein
KJIACEAL_00635	tRNA	72				tRNA-Asn(gtt)
KJIACEAL_00636	CDS	1269	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
KJIACEAL_00637	CDS	726				hypothetical protein
KJIACEAL_00638	CDS	1848	fruA_2		COG1299	PTS system fructose-specific EIIABC component
KJIACEAL_00639	CDS	903	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KJIACEAL_00640	tRNA	76				tRNA-Asp(gtc)
KJIACEAL_00641	CDS	1827	recD	3.1.11.5		RecBCD enzyme subunit RecD
KJIACEAL_00642	CDS	3441	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
KJIACEAL_00643	CDS	3222	recC	3.1.11.5		RecBCD enzyme subunit RecC
KJIACEAL_00644	CDS	1446	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
KJIACEAL_00645	CDS	1434	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
KJIACEAL_00646	CDS	147				hypothetical protein
KJIACEAL_00647	CDS	1341	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
KJIACEAL_00648	CDS	1050	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
KJIACEAL_00649	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
KJIACEAL_00650	CDS	804	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KJIACEAL_00651	CDS	1047	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
KJIACEAL_00652	CDS	819	rbgA		COG1161	Ribosome biogenesis GTPase A
KJIACEAL_00653	CDS	618	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
KJIACEAL_00654	CDS	1545	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
KJIACEAL_00655	CDS	984				hypothetical protein
KJIACEAL_00656	CDS	519				hypothetical protein
KJIACEAL_00657	CDS	1692				hypothetical protein
KJIACEAL_00658	CDS	1638	groL		COG0459	60 kDa chaperonin
KJIACEAL_00659	CDS	297				hypothetical protein
KJIACEAL_00660	CDS	309				hypothetical protein
KJIACEAL_00661	CDS	1764				hypothetical protein
KJIACEAL_00662	CDS	900	secF			Protein translocase subunit SecF
KJIACEAL_00663	CDS	1155				hypothetical protein
KJIACEAL_00664	CDS	840	cbpA		COG2214	Curved DNA-binding protein
KJIACEAL_00665	CDS	1140				hypothetical protein
KJIACEAL_00666	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KJIACEAL_00667	CDS	747	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KJIACEAL_00668	CDS	1566	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
KJIACEAL_00669	CDS	873	era		COG1159	GTPase Era
KJIACEAL_00670	CDS	357				hypothetical protein
KJIACEAL_00671	CDS	408				hypothetical protein
KJIACEAL_00672	CDS	435				hypothetical protein
KJIACEAL_00673	CDS	633				hypothetical protein
KJIACEAL_00674	CDS	960				hypothetical protein
KJIACEAL_00675	CDS	1026				hypothetical protein
KJIACEAL_00676	CDS	540				hypothetical protein
KJIACEAL_00677	CDS	1035	flaA			Flagellar filament outer layer protein
KJIACEAL_00678	CDS	2571				hypothetical protein
KJIACEAL_00679	CDS	1380				hypothetical protein
KJIACEAL_00680	CDS	486				hypothetical protein
KJIACEAL_00681	CDS	441	cheB_4	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
KJIACEAL_00682	CDS	516				hypothetical protein
KJIACEAL_00683	CDS	1047				hypothetical protein
KJIACEAL_00684	CDS	864				hypothetical protein
KJIACEAL_00685	CDS	663	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
KJIACEAL_00686	CDS	1581	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
KJIACEAL_00687	CDS	1152				hypothetical protein
KJIACEAL_00688	CDS	927				hypothetical protein
KJIACEAL_00689	CDS	2229				hypothetical protein
KJIACEAL_00690	CDS	1908				hypothetical protein
KJIACEAL_00691	CDS	1065	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
KJIACEAL_00692	CDS	1224	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
KJIACEAL_00693	CDS	1080	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
KJIACEAL_00694	CDS	1251	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
KJIACEAL_00695	CDS	939				hypothetical protein
KJIACEAL_00696	CDS	942				hypothetical protein
KJIACEAL_00697	CDS	894	galK	2.7.1.6		Galactokinase
KJIACEAL_00698	tRNA	74				tRNA-Val(tac)
KJIACEAL_00699	CDS	444			COG2340	putative protein
KJIACEAL_00700	CDS	534			COG0783	putative protein
KJIACEAL_00701	CDS	2010	fusA_2		COG0480	Elongation factor G
KJIACEAL_00702	CDS	1209				hypothetical protein
KJIACEAL_00703	CDS	1350	ffh		COG0541	Signal recognition particle protein
KJIACEAL_00704	CDS	252	rpsP		COG0228	30S ribosomal protein S16
KJIACEAL_00705	CDS	249				hypothetical protein
KJIACEAL_00706	CDS	501	rimM		COG0806	Ribosome maturation factor RimM
KJIACEAL_00707	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
KJIACEAL_00708	CDS	363	rplS		COG0335	50S ribosomal protein L19
KJIACEAL_00709	CDS	831				hypothetical protein
KJIACEAL_00710	CDS	261				hypothetical protein
KJIACEAL_00711	CDS	543				hypothetical protein
KJIACEAL_00712	CDS	498	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KJIACEAL_00713	CDS	183	rpmF			50S ribosomal protein L32
KJIACEAL_00714	CDS	243	acpP		COG0236	Acyl carrier protein
KJIACEAL_00715	CDS	732	rnc	3.1.26.3	COG0571	Ribonuclease 3
KJIACEAL_00716	CDS	1218	cca	2.7.7.72		CCA-adding enzyme
KJIACEAL_00717	CDS	1767				hypothetical protein
KJIACEAL_00718	CDS	324				hypothetical protein
KJIACEAL_00719	tRNA	74				tRNA-Thr(tgt)
KJIACEAL_00720	tRNA	82				tRNA-Tyr(gta)
KJIACEAL_00721	CDS	1035				hypothetical protein
KJIACEAL_00722	CDS	1782	dnaG	2.7.7.-		DNA primase
KJIACEAL_00723	CDS	1893	rpoD			RNA polymerase sigma factor RpoD
KJIACEAL_00724	CDS	759				hypothetical protein
KJIACEAL_00725	CDS	975				hypothetical protein
KJIACEAL_00726	CDS	1050	mbl		COG1077	MreB-like protein
KJIACEAL_00727	CDS	846				hypothetical protein
KJIACEAL_00728	CDS	483				hypothetical protein
KJIACEAL_00729	CDS	1803	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
KJIACEAL_00730	CDS	1314	ftsW_2			Putative lipid II flippase FtsW
KJIACEAL_00731	CDS	1752	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
KJIACEAL_00732	CDS	624				hypothetical protein
KJIACEAL_00733	CDS	1440				hypothetical protein
KJIACEAL_00734	CDS	525				hypothetical protein
KJIACEAL_00735	CDS	1320	ktrB		COG0168	Ktr system potassium uptake protein B
KJIACEAL_00736	CDS	783				hypothetical protein
KJIACEAL_00737	CDS	972				Iron-sulfur cluster carrier protein
KJIACEAL_00738	CDS	1344	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
KJIACEAL_00739	CDS	1332	nox	1.6.99.3	COG0446	NADH oxidase
KJIACEAL_00740	CDS	1389	tcyP		COG1823	L-cystine uptake protein TcyP
KJIACEAL_00741	CDS	1575	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KJIACEAL_00742	CDS	393				hypothetical protein
KJIACEAL_00743	CDS	2835	mtgA	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
KJIACEAL_00744	CDS	786				Cyclic di-GMP binding protein
KJIACEAL_00745	CDS	1089				hypothetical protein
KJIACEAL_00746	CDS	1002	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KJIACEAL_00747	CDS	807				hypothetical protein
KJIACEAL_00748	CDS	2058	dinG	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
KJIACEAL_00749	CDS	390				hypothetical protein
KJIACEAL_00750	CDS	963	dus_2	1.3.1.-		putative tRNA-dihydrouridine synthase
KJIACEAL_00751	CDS	2625	valS	6.1.1.9		Valine--tRNA ligase
KJIACEAL_00752	CDS	678	mnmC_1		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KJIACEAL_00753	CDS	273	groS		COG0234	10 kDa chaperonin
KJIACEAL_00754	CDS	1632	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
KJIACEAL_00755	CDS	1680	bamB			Outer membrane protein assembly factor BamB
KJIACEAL_00756	CDS	2262				hypothetical protein
KJIACEAL_00757	tRNA	74				tRNA-Pro(tgg)
