locus_tag	ftype	length_bp	gene	EC_number	COG	product
JGCGDLPH_00381	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
JGCGDLPH_00382	CDS	594				hypothetical protein
JGCGDLPH_00383	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
JGCGDLPH_00384	CDS	1431				hypothetical protein
JGCGDLPH_00385	CDS	426				hypothetical protein
JGCGDLPH_00386	CDS	1143				Iron-sulfur cluster carrier protein
JGCGDLPH_00387	CDS	972	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
JGCGDLPH_00388	CDS	2013	pdeA	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeA
JGCGDLPH_00389	CDS	357	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
JGCGDLPH_00390	CDS	588				hypothetical protein
JGCGDLPH_00391	CDS	1377	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
JGCGDLPH_00392	CDS	324				hypothetical protein
JGCGDLPH_00393	CDS	1059	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JGCGDLPH_00394	CDS	2298	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
JGCGDLPH_00395	CDS	1218	tyrS	6.1.1.1		Tyrosine--tRNA ligase
JGCGDLPH_00396	CDS	1338	glyQS	6.1.1.14		Glycine--tRNA ligase
JGCGDLPH_00397	CDS	1473	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JGCGDLPH_00398	CDS	768				hypothetical protein
JGCGDLPH_00399	CDS	1137	PdeB	3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase PdeB
JGCGDLPH_00400	CDS	714	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JGCGDLPH_00401	CDS	1179	metK	2.5.1.6		S-adenosylmethionine synthase
JGCGDLPH_00402	CDS	522	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
JGCGDLPH_00403	CDS	663				hypothetical protein
JGCGDLPH_00404	CDS	420	hit		COG0537	Protein hit
JGCGDLPH_00405	CDS	1365			COG2239	Magnesium transporter MgtE
JGCGDLPH_00406	CDS	234				hypothetical protein
JGCGDLPH_00407	CDS	1245				hypothetical protein
JGCGDLPH_00408	CDS	1026	tmpC_1		COG1744	Membrane lipoprotein TmpC
JGCGDLPH_00409	CDS	1020	tmpC_2		COG1744	Membrane lipoprotein TmpC
JGCGDLPH_00410	CDS	240				hypothetical protein
JGCGDLPH_00411	CDS	1113	tmpC_3		COG1744	Membrane lipoprotein TmpC
JGCGDLPH_00412	CDS	1062	tmpC_4		COG1744	Membrane lipoprotein TmpC
JGCGDLPH_00413	CDS	1026	tmpC_5		COG1744	Membrane lipoprotein TmpC
JGCGDLPH_00414	CDS	474	rpsG		COG0049	30S ribosomal protein S7
JGCGDLPH_00415	CDS	375	rpsL		COG0048	30S ribosomal protein S12
JGCGDLPH_00416	CDS	4134	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JGCGDLPH_00417	CDS	3468	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JGCGDLPH_00418	CDS	375	rplL			50S ribosomal protein L7/L12
JGCGDLPH_00419	CDS	489	rplJ			50S ribosomal protein L10
JGCGDLPH_00420	CDS	681	rplA			50S ribosomal protein L1
JGCGDLPH_00421	CDS	90				hypothetical protein
JGCGDLPH_00422	CDS	240	rplK		COG0080	50S ribosomal protein L11
JGCGDLPH_00423	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
JGCGDLPH_00424	tRNA	75				tRNA-Trp(cca)
JGCGDLPH_00425	CDS	180	rpmG			50S ribosomal protein L33
JGCGDLPH_00426	tRNA	73				tRNA-Thr(ggt)
JGCGDLPH_00427	CDS	849				hypothetical protein
JGCGDLPH_00428	CDS	1032				hypothetical protein
JGCGDLPH_00429	CDS	612				hypothetical protein
JGCGDLPH_00430	CDS	1656				hypothetical protein
JGCGDLPH_00431	CDS	1203				hypothetical protein
JGCGDLPH_00432	CDS	1467	proS	6.1.1.15	COG0442	Proline--tRNA ligase
JGCGDLPH_00433	CDS	678				hypothetical protein
JGCGDLPH_00434	CDS	417				hypothetical protein
JGCGDLPH_00435	CDS	606				hypothetical protein
JGCGDLPH_00436	CDS	612				hypothetical protein
JGCGDLPH_00437	CDS	1116	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
JGCGDLPH_00438	CDS	987	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
JGCGDLPH_00439	CDS	783	fruA_2		COG1299	PTS system fructose-specific EIIABC component
JGCGDLPH_00440	CDS	630				hypothetical protein
JGCGDLPH_00441	CDS	882	nucA	3.1.30.-		Nuclease
JGCGDLPH_00442	CDS	780				hypothetical protein
JGCGDLPH_00443	CDS	309				hypothetical protein
JGCGDLPH_00444	CDS	222				hypothetical protein
JGCGDLPH_00445	CDS	858	cheR1_2	2.1.1.80		Chemotaxis protein methyltransferase 1
JGCGDLPH_00446	CDS	1128	cheB_1	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
JGCGDLPH_00447	CDS	1215				hypothetical protein
JGCGDLPH_00448	CDS	636	adk	2.7.4.3		Adenylate kinase
JGCGDLPH_00449	CDS	1050				hypothetical protein
JGCGDLPH_00450	CDS	924	cheB_2	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
JGCGDLPH_00451	CDS	4482	rcsC	2.7.13.3		Sensor histidine kinase RcsC
JGCGDLPH_00452	rRNA	105				5S ribosomal RNA
JGCGDLPH_00453	rRNA	105				5S ribosomal RNA
JGCGDLPH_00454	CDS	843	yigL_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
JGCGDLPH_00455	CDS	654		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
JGCGDLPH_00456	tRNA	74				tRNA-Ile(gat)
JGCGDLPH_00457	rRNA	1457				16S ribosomal RNA
JGCGDLPH_00458	tRNA	76				tRNA-Ala(tgc)
JGCGDLPH_00459	rRNA	1532				16S ribosomal RNA
JGCGDLPH_00460	CDS	549				hypothetical protein
JGCGDLPH_00461	CDS	678	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
JGCGDLPH_00462	CDS	318				hypothetical protein
JGCGDLPH_00463	CDS	390				hypothetical protein
JGCGDLPH_00464	CDS	606	yigZ		COG1739	IMPACT family member YigZ
JGCGDLPH_00465	CDS	387	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
JGCGDLPH_00466	CDS	714				hypothetical protein
JGCGDLPH_00467	CDS	783	spo0J		COG1475	Stage 0 sporulation protein J
JGCGDLPH_00468	CDS	1929	gyrA_2	5.99.1.3	COG0188	DNA gyrase subunit A
JGCGDLPH_00469	CDS	510	gyrA_3	5.99.1.3	COG0188	DNA gyrase subunit A
JGCGDLPH_00470	CDS	1905	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
JGCGDLPH_00471	CDS	711	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
JGCGDLPH_00472	CDS	738	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
JGCGDLPH_00473	CDS	390				hypothetical protein
JGCGDLPH_00474	CDS	753	dnaN		COG0592	Beta sliding clamp
JGCGDLPH_00475	CDS	300				hypothetical protein
JGCGDLPH_00476	CDS	156	rpmH		COG0230	50S ribosomal protein L34
JGCGDLPH_00477	CDS	336	rnpA	3.1.26.5		Ribonuclease P protein component
JGCGDLPH_00478	CDS	1635	yidC			Membrane protein insertase YidC
JGCGDLPH_00479	CDS	729				hypothetical protein
JGCGDLPH_00480	CDS	1068	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
JGCGDLPH_00481	CDS	1080	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
JGCGDLPH_00482	CDS	1761	aspS	6.1.1.12		Aspartate--tRNA ligase
JGCGDLPH_00483	CDS	2106	kefB			Glutathione-regulated potassium-efflux system protein KefB
JGCGDLPH_00484	CDS	276				hypothetical protein
JGCGDLPH_00485	CDS	294				hypothetical protein
JGCGDLPH_00486	CDS	1260	rpoN		COG1508	RNA polymerase sigma-54 factor
JGCGDLPH_00487	CDS	534				hypothetical protein
JGCGDLPH_00488	CDS	594				hypothetical protein
JGCGDLPH_00489	CDS	843				hypothetical protein
JGCGDLPH_00490	CDS	1149	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
JGCGDLPH_00491	CDS	990				hypothetical protein
JGCGDLPH_00492	CDS	612				hypothetical protein
JGCGDLPH_00493	CDS	1797	uvrC		COG0322	UvrABC system protein C
JGCGDLPH_00494	CDS	1518				hypothetical protein
JGCGDLPH_00495	CDS	1311				hypothetical protein
JGCGDLPH_00496	tRNA	90				tRNA-Ser(gct)
JGCGDLPH_00497	tRNA	89				tRNA-Ser(tga)
JGCGDLPH_00498	CDS	726				hypothetical protein
JGCGDLPH_00499	tRNA	76				tRNA-Arg(gcg)
JGCGDLPH_00500	tRNA	89				tRNA-Ser(gga)
JGCGDLPH_00501	CDS	1719				hypothetical protein
JGCGDLPH_00502	CDS	300	ebfC		COG0718	Nucleoid-associated protein EbfC
JGCGDLPH_00503	CDS	510	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
JGCGDLPH_00504	CDS	528				hypothetical protein
JGCGDLPH_00505	CDS	696	lptD			LPS-assembly protein LptD
JGCGDLPH_00506	CDS	822	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JGCGDLPH_00507	CDS	690		1.10.3.-	COG1496	Polyphenol oxidase
JGCGDLPH_00508	CDS	747	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
JGCGDLPH_00509	CDS	294	lspA_1	3.4.23.36		Lipoprotein signal peptidase
JGCGDLPH_00510	CDS	270	lspA_2	3.4.23.36		Lipoprotein signal peptidase
JGCGDLPH_00511	CDS	228				hypothetical protein
JGCGDLPH_00512	CDS	483	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
JGCGDLPH_00513	CDS	342				hypothetical protein
JGCGDLPH_00514	CDS	1284	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
JGCGDLPH_00515	CDS	1365	mepA		COG0534	Multidrug export protein MepA
JGCGDLPH_00516	CDS	390				hypothetical protein
JGCGDLPH_00517	CDS	1185	tufA		COG0050	Elongation factor Tu
JGCGDLPH_00518	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
JGCGDLPH_00519	CDS	621	rplC		COG0087	50S ribosomal protein L3
JGCGDLPH_00520	CDS	630	rplD		COG0088	50S ribosomal protein L4
JGCGDLPH_00521	CDS	297	rplW		COG0089	50S ribosomal protein L23
JGCGDLPH_00522	CDS	834	rplB			50S ribosomal protein L2
JGCGDLPH_00523	CDS	279	rpsS		COG0185	30S ribosomal protein S19
JGCGDLPH_00524	CDS	363	rplV		COG0091	50S ribosomal protein L22
JGCGDLPH_00525	CDS	876				hypothetical protein
JGCGDLPH_00526	CDS	417	rplP		COG0197	50S ribosomal protein L16
JGCGDLPH_00527	CDS	201	rpmC		COG0255	50S ribosomal protein L29
JGCGDLPH_00528	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
JGCGDLPH_00529	CDS	369	rplN		COG0093	50S ribosomal protein L14
JGCGDLPH_00530	CDS	306	rplX			50S ribosomal protein L24
JGCGDLPH_00531	CDS	549	rplE			50S ribosomal protein L5
JGCGDLPH_00532	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
JGCGDLPH_00533	CDS	399	rpsH		COG0096	30S ribosomal protein S8
JGCGDLPH_00534	CDS	543	rplF		COG0097	50S ribosomal protein L6
JGCGDLPH_00535	CDS	360	rplR		COG0256	50S ribosomal protein L18
JGCGDLPH_00536	CDS	498	rpsE		COG0098	30S ribosomal protein S5
JGCGDLPH_00537	CDS	312				hypothetical protein
JGCGDLPH_00538	CDS	438	rplO			50S ribosomal protein L15
JGCGDLPH_00539	CDS	1305	secY		COG0201	Protein translocase subunit SecY
JGCGDLPH_00540	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
JGCGDLPH_00541	CDS	378	rpsM		COG0099	30S ribosomal protein S13
JGCGDLPH_00542	CDS	393	rpsK		COG0100	30S ribosomal protein S11
JGCGDLPH_00543	CDS	1035	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
JGCGDLPH_00544	CDS	372	rplQ		COG0203	50S ribosomal protein L17
JGCGDLPH_00545	CDS	1533	rny	3.1.-.-	COG1418	Ribonuclease Y
JGCGDLPH_00546	CDS	789	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
JGCGDLPH_00547	CDS	720	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
JGCGDLPH_00548	CDS	747				hypothetical protein
JGCGDLPH_00549	CDS	921	der_1		COG1160	GTPase Der
JGCGDLPH_00550	CDS	372	der_2			GTPase Der
JGCGDLPH_00551	CDS	1260				hypothetical protein
JGCGDLPH_00552	CDS	687	ppaX	3.6.1.1		Pyrophosphatase PpaX
JGCGDLPH_00553	CDS	6489				hypothetical protein
JGCGDLPH_00554	CDS	630	pheS_1	6.1.1.20		Phenylalanine--tRNA ligase alpha subunit
JGCGDLPH_00555	CDS	933	pheS_2	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JGCGDLPH_00556	CDS	1704	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JGCGDLPH_00557	CDS	981	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JGCGDLPH_00558	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
JGCGDLPH_00559	CDS	1095	dnaJ		COG0484	Chaperone protein DnaJ
JGCGDLPH_00560	CDS	1908	dnaK_2		COG0443	Chaperone protein DnaK
JGCGDLPH_00561	CDS	564	grpE		COG0576	Protein GrpE
JGCGDLPH_00562	CDS	1539	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
JGCGDLPH_00563	CDS	93				hypothetical protein
JGCGDLPH_00564	CDS	855	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
JGCGDLPH_00565	CDS	423				hypothetical protein
JGCGDLPH_00566	CDS	1812				hypothetical protein
JGCGDLPH_00567	CDS	777	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
JGCGDLPH_00568	CDS	555	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
JGCGDLPH_00569	CDS	396	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
JGCGDLPH_00570	CDS	810				hypothetical protein
JGCGDLPH_00571	CDS	615				hypothetical protein
JGCGDLPH_00572	CDS	1302				hypothetical protein
JGCGDLPH_00573	CDS	762	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
JGCGDLPH_00574	CDS	768	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JGCGDLPH_00575	CDS	774				hypothetical protein
JGCGDLPH_00576	CDS	2802				hypothetical protein
JGCGDLPH_00577	tRNA	75				tRNA-Glu(ttc)
JGCGDLPH_00578	tRNA	74				tRNA-Lys(ttt)
JGCGDLPH_00579	tRNA	73				tRNA-Lys(ctt)
JGCGDLPH_00580	CDS	645				hypothetical protein
JGCGDLPH_00581	CDS	357				hypothetical protein
JGCGDLPH_00582	CDS	699	ybhL		COG0670	Inner membrane protein YbhL
JGCGDLPH_00583	CDS	2082	fusA_1		COG0480	Elongation factor G
JGCGDLPH_00584	CDS	228				hypothetical protein
JGCGDLPH_00585	CDS	528				hypothetical protein
JGCGDLPH_00586	CDS	651				hypothetical protein
JGCGDLPH_00587	CDS	1221				hypothetical protein
JGCGDLPH_00588	CDS	156				hypothetical protein
JGCGDLPH_00589	CDS	1254	fucK	2.7.1.51		L-fuculokinase
JGCGDLPH_00590	CDS	747				hypothetical protein
JGCGDLPH_00591	CDS	537	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
JGCGDLPH_00592	CDS	2727	polA	2.7.7.7	COG0258	DNA polymerase I
JGCGDLPH_00593	CDS	411				hypothetical protein
JGCGDLPH_00594	CDS	420				hypothetical protein
JGCGDLPH_00595	CDS	381	cheY_1		COG0784	Chemotaxis protein CheY
JGCGDLPH_00596	CDS	774	ligA_1	6.5.1.2		DNA ligase
JGCGDLPH_00597	CDS	1101	ligA_2	6.5.1.2	COG0272	DNA ligase
JGCGDLPH_00598	CDS	1512				hypothetical protein
JGCGDLPH_00599	CDS	1788				hypothetical protein
JGCGDLPH_00600	CDS	468				hypothetical protein
JGCGDLPH_00601	CDS	870				hypothetical protein
JGCGDLPH_00602	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
JGCGDLPH_00603	CDS	1554	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JGCGDLPH_00604	CDS	213				hypothetical protein
JGCGDLPH_00605	CDS	570				hypothetical protein
JGCGDLPH_00606	CDS	1851	htpG		COG0326	Chaperone protein HtpG
JGCGDLPH_00607	CDS	600	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
JGCGDLPH_00608	CDS	588	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JGCGDLPH_00609	CDS	546				hypothetical protein
JGCGDLPH_00610	CDS	546				hypothetical protein
JGCGDLPH_00611	CDS	588				hypothetical protein
JGCGDLPH_00612	CDS	537	cheW_2		COG0835	Chemotaxis protein CheW
JGCGDLPH_00613	CDS	312				hypothetical protein
JGCGDLPH_00614	CDS	2139	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
JGCGDLPH_00615	CDS	1158	cheB_3	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
JGCGDLPH_00616	CDS	1773				hypothetical protein
JGCGDLPH_00617	CDS	375	mprA		COG0745	Response regulator MprA
JGCGDLPH_00618	tRNA	86				tRNA-Leu(caa)
JGCGDLPH_00619	CDS	690				hypothetical protein
JGCGDLPH_00620	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JGCGDLPH_00621	CDS	807	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JGCGDLPH_00622	CDS	852				hypothetical protein
JGCGDLPH_00623	CDS	1602	pyrG	6.3.4.2		CTP synthase
JGCGDLPH_00624	CDS	525				hypothetical protein
JGCGDLPH_00625	CDS	591				hypothetical protein
JGCGDLPH_00626	CDS	1173				hypothetical protein
JGCGDLPH_00627	CDS	3444	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JGCGDLPH_00628	CDS	582				hypothetical protein
JGCGDLPH_00629	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
JGCGDLPH_00630	CDS	789				hypothetical protein
JGCGDLPH_00631	CDS	1350				hypothetical protein
JGCGDLPH_00632	CDS	1347				hypothetical protein
JGCGDLPH_00633	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JGCGDLPH_00634	CDS	1044				hypothetical protein
JGCGDLPH_00635	CDS	2175	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JGCGDLPH_00636	CDS	795	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
JGCGDLPH_00637	CDS	1038	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JGCGDLPH_00638	CDS	846	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JGCGDLPH_00639	CDS	1257				hypothetical protein
JGCGDLPH_00640	CDS	714				hypothetical protein
JGCGDLPH_00641	CDS	1938		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JGCGDLPH_00642	CDS	1758	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JGCGDLPH_00643	CDS	600				hypothetical protein
JGCGDLPH_00644	CDS	2148				hypothetical protein
JGCGDLPH_00645	CDS	2208				hypothetical protein
JGCGDLPH_00646	CDS	510	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JGCGDLPH_00647	CDS	1443	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JGCGDLPH_00648	CDS	1557				hypothetical protein
JGCGDLPH_00649	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JGCGDLPH_00650	CDS	753	djlA			DnaJ-like protein DjlA
JGCGDLPH_00651	CDS	1863				hypothetical protein
JGCGDLPH_00652	CDS	1503	glcA		COG1620	Glycolate permease GlcA
JGCGDLPH_00653	CDS	1206	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
JGCGDLPH_00654	CDS	492	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
JGCGDLPH_00655	CDS	1935	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
JGCGDLPH_00656	CDS	1431	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JGCGDLPH_00657	tRNA	74				tRNA-His(gtg)
JGCGDLPH_00658	tRNA	76				tRNA-Arg(tcg)
JGCGDLPH_00659	tRNA	83				tRNA-Leu(tag)
JGCGDLPH_00660	tRNA	72				tRNA-Gly(gcc)
JGCGDLPH_00661	CDS	1359	tig	5.2.1.8		Trigger factor
JGCGDLPH_00662	CDS	594	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JGCGDLPH_00663	CDS	1293	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JGCGDLPH_00664	CDS	1311	lon1_2	3.4.21.53	COG0466	Lon protease 1
JGCGDLPH_00665	CDS	972	lon	3.4.21.53	COG0466	Lon protease
JGCGDLPH_00666	CDS	150				hypothetical protein
JGCGDLPH_00667	CDS	627	rpsD		COG0522	30S ribosomal protein S4
JGCGDLPH_00668	tRNA	73				tRNA-Met(cat)
JGCGDLPH_00669	CDS	1356				hypothetical protein
JGCGDLPH_00670	CDS	369				hypothetical protein
JGCGDLPH_00671	CDS	441	cdd	3.5.4.5	COG0295	Cytidine deaminase
JGCGDLPH_00672	CDS	1011	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
JGCGDLPH_00673	CDS	1665	nagZ_2	3.2.1.52		Beta-hexosaminidase
JGCGDLPH_00674	tRNA	74				tRNA-Met(cat)
JGCGDLPH_00675	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JGCGDLPH_00676	CDS	1218	ackA	2.7.2.1	COG0282	Acetate kinase
JGCGDLPH_00677	CDS	1566	mfd_1	3.6.4.-		Transcription-repair-coupling factor
JGCGDLPH_00678	CDS	1683	mfd_2	3.6.4.-		Transcription-repair-coupling factor
JGCGDLPH_00679	CDS	963				hypothetical protein
JGCGDLPH_00680	CDS	2097				hypothetical protein
JGCGDLPH_00681	tRNA	74				tRNA-Asn(gtt)
JGCGDLPH_00682	CDS	1272	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
JGCGDLPH_00683	CDS	726				hypothetical protein
JGCGDLPH_00684	CDS	1764	fruA_3		COG1299	PTS system fructose-specific EIIABC component
JGCGDLPH_00685	CDS	924	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
JGCGDLPH_00686	CDS	318				hypothetical protein
JGCGDLPH_00687	tRNA	76				tRNA-Asp(gtc)
JGCGDLPH_00688	CDS	1833	recD	3.1.11.5		RecBCD enzyme subunit RecD
JGCGDLPH_00689	CDS	1089	recB_1	3.1.11.5		RecBCD enzyme subunit RecB
JGCGDLPH_00690	CDS	2478	recB_2	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
JGCGDLPH_00691	CDS	3240	recC	3.1.11.5		RecBCD enzyme subunit RecC
JGCGDLPH_00692	CDS	1446	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
JGCGDLPH_00693	CDS	1437	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
JGCGDLPH_00694	CDS	1344				hypothetical protein
JGCGDLPH_00695	CDS	1356				hypothetical protein
JGCGDLPH_00696	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
JGCGDLPH_00697	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
JGCGDLPH_00698	CDS	804	potH		COG1176	Putrescine transport system permease protein PotH
JGCGDLPH_00699	CDS	1044	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
JGCGDLPH_00700	CDS	774	rbgA		COG1161	Ribosome biogenesis GTPase A
JGCGDLPH_00701	CDS	615	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
JGCGDLPH_00702	CDS	1545	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
JGCGDLPH_00703	CDS	984				hypothetical protein
JGCGDLPH_00704	CDS	528				hypothetical protein
JGCGDLPH_00705	CDS	1689				hypothetical protein
JGCGDLPH_00706	CDS	1638	groL		COG0459	60 kDa chaperonin
JGCGDLPH_00707	CDS	297				hypothetical protein
JGCGDLPH_00708	CDS	315				hypothetical protein
JGCGDLPH_00709	CDS	1137				hypothetical protein
JGCGDLPH_00710	CDS	615	secD		COG0342	Protein translocase subunit SecD
JGCGDLPH_00711	CDS	900	secF		COG0341	Protein translocase subunit SecF
JGCGDLPH_00712	CDS	1143				hypothetical protein
JGCGDLPH_00713	CDS	831	cbpA		COG2214	Curved DNA-binding protein
JGCGDLPH_00714	CDS	1134				hypothetical protein
JGCGDLPH_00715	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
JGCGDLPH_00716	CDS	747	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JGCGDLPH_00717	CDS	1407	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
JGCGDLPH_00718	CDS	873	era			GTPase Era
JGCGDLPH_00719	CDS	357				hypothetical protein
JGCGDLPH_00720	CDS	411				hypothetical protein
JGCGDLPH_00721	CDS	450				hypothetical protein
JGCGDLPH_00722	CDS	690				hypothetical protein
JGCGDLPH_00723	CDS	960				hypothetical protein
JGCGDLPH_00724	CDS	1029				hypothetical protein
JGCGDLPH_00725	CDS	552				hypothetical protein
JGCGDLPH_00726	CDS	1026	flaA			Flagellar filament outer layer protein
JGCGDLPH_00727	CDS	2595				hypothetical protein
JGCGDLPH_00728	CDS	1401				hypothetical protein
JGCGDLPH_00729	CDS	486				hypothetical protein
JGCGDLPH_00730	CDS	441	cheY_2		COG0784	Chemotaxis protein CheY
JGCGDLPH_00731	CDS	516				hypothetical protein
JGCGDLPH_00732	CDS	1047				hypothetical protein
JGCGDLPH_00733	CDS	864				hypothetical protein
JGCGDLPH_00734	CDS	663	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
JGCGDLPH_00735	CDS	1611	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
JGCGDLPH_00736	CDS	1152				hypothetical protein
JGCGDLPH_00737	CDS	927				hypothetical protein
JGCGDLPH_00738	CDS	2262				hypothetical protein
JGCGDLPH_00739	CDS	1902				hypothetical protein
JGCGDLPH_00740	CDS	1068	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JGCGDLPH_00741	CDS	318				hypothetical protein
JGCGDLPH_00742	CDS	834	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
