locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNCCNNJP_00375	CDS	1365			COG2239	Magnesium transporter MgtE
HNCCNNJP_00376	CDS	1428				hypothetical protein
HNCCNNJP_00377	CDS	1026	tmpC_1		COG1744	Membrane lipoprotein TmpC
HNCCNNJP_00378	CDS	1020	tmpC_2		COG1744	Membrane lipoprotein TmpC
HNCCNNJP_00379	CDS	1062	tmpC_3		COG1744	Membrane lipoprotein TmpC
HNCCNNJP_00380	CDS	1026	tmpC_4		COG1744	Membrane lipoprotein TmpC
HNCCNNJP_00381	CDS	474	rpsG		COG0049	30S ribosomal protein S7
HNCCNNJP_00382	CDS	375	rpsL		COG0048	30S ribosomal protein S12
HNCCNNJP_00383	CDS	4134	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
HNCCNNJP_00384	CDS	3468	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
HNCCNNJP_00385	CDS	375	rplL			50S ribosomal protein L7/L12
HNCCNNJP_00386	CDS	489	rplJ		COG0244	50S ribosomal protein L10
HNCCNNJP_00387	CDS	681	rplA			50S ribosomal protein L1
HNCCNNJP_00388	CDS	432	rplK		COG0080	50S ribosomal protein L11
HNCCNNJP_00389	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
HNCCNNJP_00390	CDS	171	secE			Protein translocase subunit SecE
HNCCNNJP_00391	tRNA	75				tRNA-Trp(cca)
HNCCNNJP_00392	CDS	180	rpmG			50S ribosomal protein L33
HNCCNNJP_00393	tRNA	73				tRNA-Thr(ggt)
HNCCNNJP_00394	CDS	849				hypothetical protein
HNCCNNJP_00395	CDS	1032				hypothetical protein
HNCCNNJP_00396	CDS	660				hypothetical protein
HNCCNNJP_00397	CDS	1545				hypothetical protein
HNCCNNJP_00398	CDS	1203				hypothetical protein
HNCCNNJP_00399	CDS	1467	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HNCCNNJP_00400	CDS	678				hypothetical protein
HNCCNNJP_00401	CDS	417				hypothetical protein
HNCCNNJP_00402	CDS	612				hypothetical protein
HNCCNNJP_00403	CDS	612				hypothetical protein
HNCCNNJP_00404	CDS	1119	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
HNCCNNJP_00405	CDS	1878				hypothetical protein
HNCCNNJP_00406	CDS	630				hypothetical protein
HNCCNNJP_00407	CDS	588	nucA	3.1.30.-		Nuclease
HNCCNNJP_00408	CDS	780				hypothetical protein
HNCCNNJP_00409	CDS	624				hypothetical protein
HNCCNNJP_00410	CDS	858	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
HNCCNNJP_00411	CDS	1128	cheB_1	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
HNCCNNJP_00412	CDS	1215				hypothetical protein
HNCCNNJP_00413	CDS	636	adk	2.7.4.3		Adenylate kinase
HNCCNNJP_00414	CDS	1029				hypothetical protein
HNCCNNJP_00415	CDS	924	cheB_2	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
HNCCNNJP_00416	CDS	4485	rcsC	2.7.13.3		Sensor histidine kinase RcsC
HNCCNNJP_00417	rRNA	105				5S ribosomal RNA
HNCCNNJP_00418	CDS	147				hypothetical protein
HNCCNNJP_00419	rRNA	105				5S ribosomal RNA
HNCCNNJP_00420	CDS	147				hypothetical protein
HNCCNNJP_00421	CDS	840	yigL_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
HNCCNNJP_00422	CDS	561		3.2.2.-		Putative 3-methyladenine DNA glycosylase
HNCCNNJP_00423	tRNA	74				tRNA-Ile(gat)
HNCCNNJP_00424	CDS	288				hypothetical protein
HNCCNNJP_00425	tRNA	76				tRNA-Ala(tgc)
HNCCNNJP_00426	rRNA	1532				16S ribosomal RNA
HNCCNNJP_00427	CDS	549				hypothetical protein
HNCCNNJP_00428	CDS	792	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
HNCCNNJP_00429	CDS	318				hypothetical protein
HNCCNNJP_00430	CDS	390				hypothetical protein
HNCCNNJP_00431	CDS	606	yigZ		COG1739	IMPACT family member YigZ
HNCCNNJP_00432	CDS	753	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HNCCNNJP_00433	CDS	714				hypothetical protein
HNCCNNJP_00434	CDS	783	spo0J		COG1475	Stage 0 sporulation protein J
HNCCNNJP_00435	CDS	2433	gyrA_2	5.99.1.3	COG0188	DNA gyrase subunit A
HNCCNNJP_00436	CDS	1905	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
HNCCNNJP_00437	CDS	1461	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HNCCNNJP_00438	CDS	1158	dnaN		COG0592	Beta sliding clamp
HNCCNNJP_00439	CDS	300				hypothetical protein
HNCCNNJP_00440	CDS	156	rpmH		COG0230	50S ribosomal protein L34
HNCCNNJP_00441	CDS	360	rnpA	3.1.26.5		Ribonuclease P protein component
HNCCNNJP_00442	CDS	1635	yidC			Membrane protein insertase YidC
HNCCNNJP_00443	CDS	729				hypothetical protein
HNCCNNJP_00444	CDS	1068	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
HNCCNNJP_00445	CDS	1080	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
HNCCNNJP_00446	CDS	1761	aspS	6.1.1.12		Aspartate--tRNA ligase
HNCCNNJP_00447	CDS	2106	kefB			Glutathione-regulated potassium-efflux system protein KefB
HNCCNNJP_00448	CDS	276				hypothetical protein
HNCCNNJP_00449	CDS	294				hypothetical protein
HNCCNNJP_00450	CDS	1260				hypothetical protein
HNCCNNJP_00451	CDS	534				hypothetical protein
HNCCNNJP_00452	CDS	705				hypothetical protein
HNCCNNJP_00453	CDS	843				hypothetical protein
HNCCNNJP_00454	CDS	1152	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
HNCCNNJP_00455	CDS	990				hypothetical protein
HNCCNNJP_00456	CDS	606				hypothetical protein
HNCCNNJP_00457	CDS	1812	uvrC		COG0322	UvrABC system protein C
HNCCNNJP_00458	CDS	1521				hypothetical protein
HNCCNNJP_00459	CDS	1311				hypothetical protein
HNCCNNJP_00460	tRNA	89				tRNA-Ser(gct)
HNCCNNJP_00461	tRNA	89				tRNA-Ser(tga)
HNCCNNJP_00462	CDS	714				hypothetical protein
HNCCNNJP_00463	tRNA	76				tRNA-Arg(gcg)
HNCCNNJP_00464	tRNA	89				tRNA-Ser(gga)
HNCCNNJP_00465	CDS	1683				hypothetical protein
HNCCNNJP_00466	CDS	300	ebfC		COG0718	Nucleoid-associated protein EbfC
HNCCNNJP_00467	CDS	510	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
HNCCNNJP_00468	CDS	528				hypothetical protein
HNCCNNJP_00469	CDS	696	lptD			LPS-assembly protein LptD
HNCCNNJP_00470	CDS	822	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HNCCNNJP_00471	CDS	690				hypothetical protein
HNCCNNJP_00472	CDS	747	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
HNCCNNJP_00473	CDS	513	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HNCCNNJP_00474	CDS	228				hypothetical protein
HNCCNNJP_00475	CDS	822	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
HNCCNNJP_00476	CDS	1284	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HNCCNNJP_00477	CDS	1365	mepA			Multidrug export protein MepA
HNCCNNJP_00478	CDS	393				hypothetical protein
HNCCNNJP_00479	CDS	1185	tufA		COG0050	Elongation factor Tu
HNCCNNJP_00480	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
HNCCNNJP_00481	CDS	621	rplC		COG0087	50S ribosomal protein L3
HNCCNNJP_00482	CDS	630	rplD		COG0088	50S ribosomal protein L4
HNCCNNJP_00483	CDS	297	rplW		COG0089	50S ribosomal protein L23
HNCCNNJP_00484	CDS	834	rplB			50S ribosomal protein L2
HNCCNNJP_00485	CDS	279	rpsS		COG0185	30S ribosomal protein S19
HNCCNNJP_00486	CDS	363	rplV		COG0091	50S ribosomal protein L22
HNCCNNJP_00487	CDS	882				hypothetical protein
HNCCNNJP_00488	CDS	417	rplP		COG0197	50S ribosomal protein L16
HNCCNNJP_00489	CDS	201	rpmC		COG0255	50S ribosomal protein L29
HNCCNNJP_00490	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
HNCCNNJP_00491	CDS	369	rplN		COG0093	50S ribosomal protein L14
HNCCNNJP_00492	CDS	306	rplX			50S ribosomal protein L24
HNCCNNJP_00493	CDS	549	rplE			50S ribosomal protein L5
HNCCNNJP_00494	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
HNCCNNJP_00495	CDS	399	rpsH		COG0096	30S ribosomal protein S8
HNCCNNJP_00496	CDS	543	rplF		COG0097	50S ribosomal protein L6
HNCCNNJP_00497	CDS	360	rplR		COG0256	50S ribosomal protein L18
HNCCNNJP_00498	CDS	498	rpsE		COG0098	30S ribosomal protein S5
HNCCNNJP_00499	CDS	306				hypothetical protein
HNCCNNJP_00500	CDS	438	rplO			50S ribosomal protein L15
HNCCNNJP_00501	CDS	1305	secY		COG0201	Protein translocase subunit SecY
HNCCNNJP_00502	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
HNCCNNJP_00503	CDS	378	rpsM		COG0099	30S ribosomal protein S13
HNCCNNJP_00504	CDS	393	rpsK		COG0100	30S ribosomal protein S11
HNCCNNJP_00505	CDS	1035	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HNCCNNJP_00506	CDS	372	rplQ		COG0203	50S ribosomal protein L17
HNCCNNJP_00507	CDS	1533	rny	3.1.-.-	COG1418	Ribonuclease Y
HNCCNNJP_00508	CDS	789	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
HNCCNNJP_00509	CDS	720	tlyA		COG1189	Hemolysin A
HNCCNNJP_00510	CDS	747				hypothetical protein
HNCCNNJP_00511	CDS	1302	der		COG1160	GTPase Der
HNCCNNJP_00512	CDS	1260				hypothetical protein
HNCCNNJP_00513	CDS	219				hypothetical protein
HNCCNNJP_00514	CDS	327				hypothetical protein
HNCCNNJP_00515	CDS	6501				hypothetical protein
HNCCNNJP_00516	CDS	1572	pheS	6.1.1.20		Phenylalanine--tRNA ligase alpha subunit
HNCCNNJP_00517	CDS	1701	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HNCCNNJP_00518	CDS	981	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HNCCNNJP_00519	CDS	687		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
HNCCNNJP_00520	CDS	1095	dnaJ		COG0484	Chaperone protein DnaJ
HNCCNNJP_00521	CDS	1908	dnaK_2		COG0443	Chaperone protein DnaK
HNCCNNJP_00522	CDS	564	grpE		COG0576	Protein GrpE
HNCCNNJP_00523	CDS	453				hypothetical protein
HNCCNNJP_00524	CDS	756	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HNCCNNJP_00525	CDS	855				hypothetical protein
HNCCNNJP_00526	CDS	423				hypothetical protein
HNCCNNJP_00527	CDS	1824				hypothetical protein
HNCCNNJP_00528	CDS	789	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
HNCCNNJP_00529	CDS	948	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
HNCCNNJP_00530	CDS	654				hypothetical protein
HNCCNNJP_00531	CDS	615				hypothetical protein
HNCCNNJP_00532	CDS	459				hypothetical protein
HNCCNNJP_00533	CDS	888				hypothetical protein
HNCCNNJP_00534	CDS	762	rbn	3.1.26.11		Ribonuclease BN
HNCCNNJP_00535	CDS	768	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
HNCCNNJP_00536	CDS	774				hypothetical protein
HNCCNNJP_00537	CDS	2802				hypothetical protein
HNCCNNJP_00538	tRNA	75				tRNA-Glu(ttc)
HNCCNNJP_00539	tRNA	74				tRNA-Lys(ttt)
HNCCNNJP_00540	tRNA	75				tRNA-Lys(ctt)
HNCCNNJP_00541	CDS	645				hypothetical protein
HNCCNNJP_00542	CDS	399				hypothetical protein
HNCCNNJP_00543	CDS	699	ybhL		COG0670	Inner membrane protein YbhL
HNCCNNJP_00544	CDS	2082	fusA_1		COG0480	Elongation factor G
HNCCNNJP_00545	CDS	204				hypothetical protein
HNCCNNJP_00546	CDS	579				hypothetical protein
HNCCNNJP_00547	CDS	651				hypothetical protein
HNCCNNJP_00548	CDS	1221				hypothetical protein
HNCCNNJP_00549	CDS	1365	fucK	2.7.1.51		L-fuculokinase
HNCCNNJP_00550	CDS	861				hypothetical protein
HNCCNNJP_00551	CDS	618	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
HNCCNNJP_00552	CDS	2727	polA	2.7.7.7	COG0258	DNA polymerase I
HNCCNNJP_00553	CDS	399				hypothetical protein
HNCCNNJP_00554	CDS	438				hypothetical protein
HNCCNNJP_00555	CDS	381	cheY_1		COG0784	Chemotaxis protein CheY
HNCCNNJP_00556	CDS	1983	ligA	6.5.1.2	COG0272	DNA ligase
HNCCNNJP_00557	CDS	1494				hypothetical protein
HNCCNNJP_00558	CDS	1854				hypothetical protein
HNCCNNJP_00559	CDS	468				hypothetical protein
HNCCNNJP_00560	CDS	870				hypothetical protein
HNCCNNJP_00561	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
HNCCNNJP_00562	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
HNCCNNJP_00563	CDS	570				hypothetical protein
HNCCNNJP_00564	CDS	1851	htpG		COG0326	Chaperone protein HtpG
HNCCNNJP_00565	CDS	1395	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
HNCCNNJP_00566	CDS	543				hypothetical protein
HNCCNNJP_00567	CDS	546				hypothetical protein
HNCCNNJP_00568	CDS	606				hypothetical protein
HNCCNNJP_00569	CDS	543	cheW_2		COG0835	Chemotaxis protein CheW
HNCCNNJP_00570	CDS	312				hypothetical protein
HNCCNNJP_00571	CDS	2145	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
HNCCNNJP_00572	CDS	1158	cheB_3	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
HNCCNNJP_00573	CDS	1773				hypothetical protein
HNCCNNJP_00574	CDS	375	mprA		COG0745	Response regulator MprA
HNCCNNJP_00575	tRNA	86				tRNA-Leu(caa)
HNCCNNJP_00576	CDS	690				hypothetical protein
HNCCNNJP_00577	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HNCCNNJP_00578	CDS	807	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HNCCNNJP_00579	CDS	852				hypothetical protein
HNCCNNJP_00580	CDS	1602	pyrG	6.3.4.2		CTP synthase
HNCCNNJP_00581	CDS	525				hypothetical protein
HNCCNNJP_00582	CDS	588				hypothetical protein
HNCCNNJP_00583	CDS	1170				hypothetical protein
HNCCNNJP_00584	CDS	3444	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HNCCNNJP_00585	CDS	579				hypothetical protein
HNCCNNJP_00586	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
HNCCNNJP_00587	CDS	789				hypothetical protein
HNCCNNJP_00588	CDS	1350				hypothetical protein
HNCCNNJP_00589	CDS	1335				hypothetical protein
HNCCNNJP_00590	CDS	1356	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
HNCCNNJP_00591	CDS	1044				hypothetical protein
HNCCNNJP_00592	CDS	2205	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
HNCCNNJP_00593	CDS	798	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HNCCNNJP_00594	CDS	1059	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
HNCCNNJP_00595	CDS	846	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
HNCCNNJP_00596	CDS	1251				hypothetical protein
HNCCNNJP_00597	CDS	714				hypothetical protein
HNCCNNJP_00598	CDS	1938		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HNCCNNJP_00599	CDS	1758	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
HNCCNNJP_00600	CDS	627				hypothetical protein
HNCCNNJP_00601	CDS	2148				hypothetical protein
HNCCNNJP_00602	CDS	2208				hypothetical protein
HNCCNNJP_00603	CDS	909	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HNCCNNJP_00604	CDS	1443	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HNCCNNJP_00605	CDS	1557				hypothetical protein
HNCCNNJP_00606	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HNCCNNJP_00607	CDS	753	djlA			DnaJ-like protein DjlA
HNCCNNJP_00608	CDS	1857				hypothetical protein
HNCCNNJP_00609	CDS	1503	glcA		COG1620	Glycolate permease GlcA
HNCCNNJP_00610	CDS	1218	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
HNCCNNJP_00611	CDS	492	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
HNCCNNJP_00612	CDS	1980	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
HNCCNNJP_00613	CDS	1431	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
HNCCNNJP_00614	tRNA	74				tRNA-His(gtg)
HNCCNNJP_00615	tRNA	76				tRNA-Arg(tcg)
HNCCNNJP_00616	tRNA	81				tRNA-Leu(tag)
HNCCNNJP_00617	tRNA	72				tRNA-Gly(gcc)
HNCCNNJP_00618	CDS	1365	tig	5.2.1.8		Trigger factor
HNCCNNJP_00619	CDS	594	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HNCCNNJP_00620	CDS	1293	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
HNCCNNJP_00621	CDS	2409	lon	3.4.21.53	COG0466	Lon protease
HNCCNNJP_00622	CDS	153				hypothetical protein
HNCCNNJP_00623	CDS	627	rpsD		COG0522	30S ribosomal protein S4
HNCCNNJP_00624	tRNA	73				tRNA-Met(cat)
HNCCNNJP_00625	CDS	1356	zitB			Zinc transporter ZitB
HNCCNNJP_00626	CDS	369				hypothetical protein
HNCCNNJP_00627	CDS	465	cdd	3.5.4.5	COG0295	Cytidine deaminase
HNCCNNJP_00628	CDS	963	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HNCCNNJP_00629	CDS	1668	nagZ_2	3.2.1.52		Beta-hexosaminidase
HNCCNNJP_00630	tRNA	74				tRNA-Met(cat)
HNCCNNJP_00631	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
HNCCNNJP_00632	CDS	1218	ackA	2.7.2.1	COG0282	Acetate kinase
HNCCNNJP_00633	CDS	3378	mfd	3.6.4.-		Transcription-repair-coupling factor
HNCCNNJP_00634	CDS	963				hypothetical protein
HNCCNNJP_00635	CDS	2094				hypothetical protein
HNCCNNJP_00636	tRNA	74				tRNA-Asn(gtt)
HNCCNNJP_00637	CDS	1272	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
HNCCNNJP_00638	CDS	726				hypothetical protein
HNCCNNJP_00639	CDS	1872	fruA		COG1299	PTS system fructose-specific EIIABC component
HNCCNNJP_00640	CDS	924	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
HNCCNNJP_00641	CDS	315				hypothetical protein
HNCCNNJP_00642	tRNA	76				tRNA-Asp(gtc)
HNCCNNJP_00643	CDS	1833	recD	3.1.11.5		RecBCD enzyme subunit RecD
HNCCNNJP_00644	CDS	3510	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
HNCCNNJP_00645	CDS	306				hypothetical protein
HNCCNNJP_00646	CDS	2916	recC	3.1.11.5		RecBCD enzyme subunit RecC
HNCCNNJP_00647	CDS	1446	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
HNCCNNJP_00648	CDS	1437	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
HNCCNNJP_00649	CDS	1344				hypothetical protein
HNCCNNJP_00650	CDS	1389				hypothetical protein
HNCCNNJP_00651	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
HNCCNNJP_00652	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
HNCCNNJP_00653	CDS	810	potH		COG1176	Putrescine transport system permease protein PotH
HNCCNNJP_00654	CDS	1044	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
HNCCNNJP_00655	CDS	840	rbgA		COG1161	Ribosome biogenesis GTPase A
HNCCNNJP_00656	CDS	699	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
HNCCNNJP_00657	CDS	1545	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
HNCCNNJP_00658	CDS	984				hypothetical protein
HNCCNNJP_00659	CDS	531				hypothetical protein
HNCCNNJP_00660	CDS	1689				hypothetical protein
HNCCNNJP_00661	CDS	1638	groL		COG0459	60 kDa chaperonin
HNCCNNJP_00662	CDS	297				hypothetical protein
HNCCNNJP_00663	CDS	297				hypothetical protein
HNCCNNJP_00664	CDS	1761				hypothetical protein
HNCCNNJP_00665	CDS	900	secF		COG0341	Protein translocase subunit SecF
HNCCNNJP_00666	CDS	1143				hypothetical protein
HNCCNNJP_00667	CDS	831	cbpA		COG2214	Curved DNA-binding protein
HNCCNNJP_00668	CDS	1134				hypothetical protein
HNCCNNJP_00669	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HNCCNNJP_00670	CDS	747	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HNCCNNJP_00671	CDS	1566	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
HNCCNNJP_00672	CDS	873	era			GTPase Era
HNCCNNJP_00673	CDS	357				hypothetical protein
HNCCNNJP_00674	CDS	411				hypothetical protein
HNCCNNJP_00675	CDS	450				hypothetical protein
HNCCNNJP_00676	CDS	684				hypothetical protein
HNCCNNJP_00677	CDS	960				hypothetical protein
HNCCNNJP_00678	CDS	1029				hypothetical protein
HNCCNNJP_00679	CDS	552				hypothetical protein
HNCCNNJP_00680	CDS	1026	flaA			Flagellar filament outer layer protein
HNCCNNJP_00681	CDS	2595				hypothetical protein
HNCCNNJP_00682	CDS	1401				hypothetical protein
HNCCNNJP_00683	CDS	486				hypothetical protein
HNCCNNJP_00684	CDS	441	cheY_2		COG0784	Chemotaxis protein CheY
HNCCNNJP_00685	CDS	516				hypothetical protein
HNCCNNJP_00686	CDS	1047				hypothetical protein
HNCCNNJP_00687	CDS	864				hypothetical protein
HNCCNNJP_00688	CDS	663	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
HNCCNNJP_00689	CDS	1611	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HNCCNNJP_00690	CDS	1152				hypothetical protein
HNCCNNJP_00691	CDS	927				hypothetical protein
HNCCNNJP_00692	CDS	2262				hypothetical protein
HNCCNNJP_00693	CDS	1902				hypothetical protein
HNCCNNJP_00694	CDS	1068	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
HNCCNNJP_00695	CDS	1224	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
HNCCNNJP_00696	CDS	1065	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
HNCCNNJP_00697	CDS	1296	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
HNCCNNJP_00698	CDS	939				hypothetical protein
HNCCNNJP_00699	CDS	954				hypothetical protein
HNCCNNJP_00700	CDS	894	galK	2.7.1.6		Galactokinase
HNCCNNJP_00701	tRNA	74				tRNA-Val(tac)
HNCCNNJP_00702	CDS	468			COG2340	putative protein
HNCCNNJP_00703	CDS	537			COG0783	putative protein
HNCCNNJP_00704	CDS	2010	fusA_2		COG0480	Elongation factor G
HNCCNNJP_00705	CDS	1209				hypothetical protein
HNCCNNJP_00706	CDS	1335	ffh		COG0541	Signal recognition particle protein
HNCCNNJP_00707	CDS	261	rpsP		COG0228	30S ribosomal protein S16
HNCCNNJP_00708	CDS	249				hypothetical protein
HNCCNNJP_00709	CDS	501	rimM			Ribosome maturation factor RimM
HNCCNNJP_00710	CDS	720	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
HNCCNNJP_00711	CDS	366	rplS		COG0335	50S ribosomal protein L19
HNCCNNJP_00712	CDS	540				hypothetical protein
HNCCNNJP_00713	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HNCCNNJP_00714	CDS	183	rpmF			50S ribosomal protein L32
HNCCNNJP_00715	CDS	243	acpP		COG0236	Acyl carrier protein
HNCCNNJP_00716	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
HNCCNNJP_00717	CDS	1233	cca	2.7.7.72		CCA-adding enzyme
HNCCNNJP_00718	CDS	1773				hypothetical protein
HNCCNNJP_00719	CDS	324				hypothetical protein
HNCCNNJP_00720	tRNA	84				tRNA-Tyr(gta)
HNCCNNJP_00721	CDS	1032	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
HNCCNNJP_00722	CDS	1572	dnaG	2.7.7.-	COG0358	DNA primase
HNCCNNJP_00723	CDS	183				hypothetical protein
HNCCNNJP_00724	CDS	1896	rpoD			RNA polymerase sigma factor RpoD
HNCCNNJP_00725	CDS	759				hypothetical protein
HNCCNNJP_00726	CDS	969				hypothetical protein
HNCCNNJP_00727	CDS	1050	mbl		COG1077	MreB-like protein
HNCCNNJP_00728	CDS	846				hypothetical protein
HNCCNNJP_00729	CDS	483				hypothetical protein
HNCCNNJP_00730	CDS	1800	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HNCCNNJP_00731	CDS	1317	ftsW_2			Putative lipid II flippase FtsW
HNCCNNJP_00732	CDS	1746	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
HNCCNNJP_00733	CDS	630	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HNCCNNJP_00734	CDS	1446				hypothetical protein
HNCCNNJP_00735	CDS	534				hypothetical protein
HNCCNNJP_00736	CDS	1323	ktrB		COG0168	Ktr system potassium uptake protein B
HNCCNNJP_00737	CDS	783				hypothetical protein
HNCCNNJP_00738	CDS	972				Iron-sulfur cluster carrier protein
HNCCNNJP_00739	CDS	1344	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
HNCCNNJP_00740	CDS	1332	npr	1.11.1.1	COG0446	NADH peroxidase
HNCCNNJP_00741	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
HNCCNNJP_00742	CDS	1593	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
HNCCNNJP_00743	CDS	402				hypothetical protein
HNCCNNJP_00744	CDS	2799	mtgA	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
HNCCNNJP_00745	CDS	786				Cyclic di-GMP binding protein
HNCCNNJP_00746	CDS	1014	ywlC_1	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
