locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFBLHJNO_00376	CDS	1362			COG2239	Magnesium transporter MgtE
FFBLHJNO_00377	CDS	1425				hypothetical protein
FFBLHJNO_00378	CDS	1014	tmpC_1		COG1744	Membrane lipoprotein TmpC
FFBLHJNO_00379	CDS	1071	tmpC_2		COG1744	Membrane lipoprotein TmpC
FFBLHJNO_00380	CDS	1026	tmpC_3		COG1744	Membrane lipoprotein TmpC
FFBLHJNO_00381	CDS	1017	tmpC_4		COG1744	Membrane lipoprotein TmpC
FFBLHJNO_00382	CDS	474	rpsG		COG0049	30S ribosomal protein S7
FFBLHJNO_00383	CDS	375	rpsL		COG0048	30S ribosomal protein S12
FFBLHJNO_00384	CDS	4134	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
FFBLHJNO_00385	CDS	3468	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
FFBLHJNO_00386	CDS	372	rplL			50S ribosomal protein L7/L12
FFBLHJNO_00387	CDS	498	rplJ			50S ribosomal protein L10
FFBLHJNO_00388	CDS	675	rplA			50S ribosomal protein L1
FFBLHJNO_00389	CDS	435	rplK		COG0080	50S ribosomal protein L11
FFBLHJNO_00390	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
FFBLHJNO_00391	CDS	171	secE			Protein translocase subunit SecE
FFBLHJNO_00392	tRNA	74				tRNA-Trp(cca)
FFBLHJNO_00393	CDS	180	rpmG			50S ribosomal protein L33
FFBLHJNO_00394	tRNA	73				tRNA-Thr(ggt)
FFBLHJNO_00395	CDS	852				hypothetical protein
FFBLHJNO_00396	CDS	1023				hypothetical protein
FFBLHJNO_00397	CDS	1308				hypothetical protein
FFBLHJNO_00398	CDS	657				hypothetical protein
FFBLHJNO_00399	CDS	1191				hypothetical protein
FFBLHJNO_00400	CDS	1467	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FFBLHJNO_00401	CDS	600				hypothetical protein
FFBLHJNO_00402	CDS	828				hypothetical protein
FFBLHJNO_00403	CDS	1116	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
FFBLHJNO_00404	CDS	1869				hypothetical protein
FFBLHJNO_00405	CDS	648				hypothetical protein
FFBLHJNO_00406	CDS	882	nucA	3.1.30.-		Nuclease
FFBLHJNO_00407	CDS	765				hypothetical protein
FFBLHJNO_00408	CDS	597				hypothetical protein
FFBLHJNO_00409	CDS	1020				hypothetical protein
FFBLHJNO_00410	CDS	861	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
FFBLHJNO_00411	CDS	1137	cheB_1	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
FFBLHJNO_00412	CDS	1209				hypothetical protein
FFBLHJNO_00413	CDS	633	adk	2.7.4.3		Adenylate kinase
FFBLHJNO_00414	CDS	1056				hypothetical protein
FFBLHJNO_00415	CDS	933	cheB_2	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
FFBLHJNO_00416	CDS	4437	rcsC	2.7.13.3		Sensor histidine kinase RcsC
FFBLHJNO_00417	rRNA	91				5S ribosomal RNA (partial)
FFBLHJNO_00418	CDS	840	yigL_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
FFBLHJNO_00419	CDS	525	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FFBLHJNO_00420	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FFBLHJNO_00421	CDS	1404	purB	4.3.2.2		Adenylosuccinate lyase
FFBLHJNO_00422	CDS	555		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
FFBLHJNO_00423	tRNA	74				tRNA-Ile(gat)
FFBLHJNO_00424	tRNA	77				tRNA-Ala(tgc)
FFBLHJNO_00425	rRNA	1533				16S ribosomal RNA
FFBLHJNO_00426	CDS	1389	radA	3.6.4.-	COG1066	DNA repair protein RadA
FFBLHJNO_00427	CDS	675	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
FFBLHJNO_00428	CDS	321				hypothetical protein
FFBLHJNO_00429	CDS	390				hypothetical protein
FFBLHJNO_00430	CDS	576				hypothetical protein
FFBLHJNO_00431	CDS	753	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
FFBLHJNO_00432	CDS	705				hypothetical protein
FFBLHJNO_00433	CDS	783	spo0J		COG1475	Stage 0 sporulation protein J
FFBLHJNO_00434	CDS	2433	gyrA_2	5.99.1.3	COG0188	DNA gyrase subunit A
FFBLHJNO_00435	CDS	1905	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
FFBLHJNO_00436	CDS	1455	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FFBLHJNO_00437	CDS	1161	dnaN			Beta sliding clamp
FFBLHJNO_00438	CDS	1068	recF		COG1195	DNA replication and repair protein RecF
FFBLHJNO_00439	CDS	300				hypothetical protein
FFBLHJNO_00440	CDS	156	rpmH		COG0230	50S ribosomal protein L34
FFBLHJNO_00441	CDS	345	rnpA	3.1.26.5		Ribonuclease P protein component
FFBLHJNO_00442	CDS	1638	yidC			Membrane protein insertase YidC
FFBLHJNO_00443	CDS	723				hypothetical protein
FFBLHJNO_00444	CDS	1059	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
FFBLHJNO_00445	CDS	1080	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
FFBLHJNO_00446	CDS	411				hypothetical protein
FFBLHJNO_00447	CDS	1758	aspS	6.1.1.12		Aspartate--tRNA ligase
FFBLHJNO_00448	CDS	2121	kefB			Glutathione-regulated potassium-efflux system protein KefB
FFBLHJNO_00449	CDS	282	ptsO		COG1925	Phosphocarrier protein NPr
FFBLHJNO_00450	CDS	297				hypothetical protein
FFBLHJNO_00451	CDS	366				hypothetical protein
FFBLHJNO_00452	CDS	594				hypothetical protein
FFBLHJNO_00453	CDS	579				hypothetical protein
FFBLHJNO_00454	CDS	867	mscS		COG0668	Small-conductance mechanosensitive channel
FFBLHJNO_00455	CDS	1152	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
FFBLHJNO_00456	CDS	990				hypothetical protein
FFBLHJNO_00457	CDS	1809	uvrC		COG0322	UvrABC system protein C
FFBLHJNO_00458	CDS	1518				hypothetical protein
FFBLHJNO_00459	CDS	1308				hypothetical protein
FFBLHJNO_00460	tRNA	90				tRNA-Ser(gct)
FFBLHJNO_00461	tRNA	86				tRNA-Ser(tga)
FFBLHJNO_00462	CDS	699				hypothetical protein
FFBLHJNO_00463	tRNA	76				tRNA-Arg(gcg)
FFBLHJNO_00464	tRNA	89				tRNA-Ser(gga)
FFBLHJNO_00465	CDS	1647				hypothetical protein
FFBLHJNO_00466	CDS	300	ebfC		COG0718	Nucleoid-associated protein EbfC
FFBLHJNO_00467	CDS	585	recR		COG0353	Recombination protein RecR
FFBLHJNO_00468	CDS	510	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
FFBLHJNO_00469	CDS	834	dpnM	2.1.1.72		Modification methylase DpnIIA
FFBLHJNO_00470	CDS	534				hypothetical protein
FFBLHJNO_00471	CDS	699				hypothetical protein
FFBLHJNO_00472	CDS	822	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FFBLHJNO_00473	CDS	690				hypothetical protein
FFBLHJNO_00474	CDS	747	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
FFBLHJNO_00475	CDS	513	lspA	3.4.23.36		Lipoprotein signal peptidase
FFBLHJNO_00476	CDS	228				hypothetical protein
FFBLHJNO_00477	CDS	819	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
FFBLHJNO_00478	CDS	1281	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
FFBLHJNO_00479	CDS	1347	mdtK			Multidrug resistance protein MdtK
FFBLHJNO_00480	CDS	390				hypothetical protein
FFBLHJNO_00481	CDS	1185	tufA		COG0050	Elongation factor Tu
FFBLHJNO_00482	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
FFBLHJNO_00483	CDS	630	rplC		COG0087	50S ribosomal protein L3
FFBLHJNO_00484	CDS	639	rplD		COG0088	50S ribosomal protein L4
FFBLHJNO_00485	CDS	297	rplW		COG0089	50S ribosomal protein L23
FFBLHJNO_00486	CDS	834	rplB			50S ribosomal protein L2
FFBLHJNO_00487	CDS	279	rpsS		COG0185	30S ribosomal protein S19
FFBLHJNO_00488	CDS	363	rplV		COG0091	50S ribosomal protein L22
FFBLHJNO_00489	CDS	831	rpsC		COG0092	30S ribosomal protein S3
FFBLHJNO_00490	CDS	417	rplP		COG0197	50S ribosomal protein L16
FFBLHJNO_00491	CDS	201	rpmC			50S ribosomal protein L29
FFBLHJNO_00492	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
FFBLHJNO_00493	CDS	369	rplN		COG0093	50S ribosomal protein L14
FFBLHJNO_00494	CDS	306	rplX			50S ribosomal protein L24
FFBLHJNO_00495	CDS	549	rplE			50S ribosomal protein L5
FFBLHJNO_00496	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
FFBLHJNO_00497	CDS	399	rpsH		COG0096	30S ribosomal protein S8
FFBLHJNO_00498	CDS	543	rplF		COG0097	50S ribosomal protein L6
FFBLHJNO_00499	CDS	360	rplR		COG0256	50S ribosomal protein L18
FFBLHJNO_00500	CDS	495	rpsE		COG0098	30S ribosomal protein S5
FFBLHJNO_00501	CDS	312				hypothetical protein
FFBLHJNO_00502	CDS	438	rplO			50S ribosomal protein L15
FFBLHJNO_00503	CDS	1305	secY		COG0201	Protein translocase subunit SecY
FFBLHJNO_00504	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
FFBLHJNO_00505	CDS	378	rpsM		COG0099	30S ribosomal protein S13
FFBLHJNO_00506	CDS	390	rpsK		COG0100	30S ribosomal protein S11
FFBLHJNO_00507	CDS	1032	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FFBLHJNO_00508	CDS	375	rplQ		COG0203	50S ribosomal protein L17
FFBLHJNO_00509	CDS	1542	rny	3.1.-.-	COG1418	Ribonuclease Y
FFBLHJNO_00510	CDS	792	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
FFBLHJNO_00511	CDS	792	tlyA		COG1189	Hemolysin A
FFBLHJNO_00512	CDS	759				hypothetical protein
FFBLHJNO_00513	CDS	1317	der		COG1160	GTPase Der
FFBLHJNO_00514	CDS	1260				hypothetical protein
FFBLHJNO_00515	CDS	687	ppaX	3.6.1.1		Pyrophosphatase PpaX
FFBLHJNO_00516	CDS	6888				hypothetical protein
FFBLHJNO_00517	CDS	1548	pheS	6.1.1.20		Phenylalanine--tRNA ligase alpha subunit
FFBLHJNO_00518	CDS	1695	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
FFBLHJNO_00519	CDS	978	trxB	1.8.1.9	COG0492	Thioredoxin reductase
FFBLHJNO_00520	CDS	735	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
FFBLHJNO_00521	CDS	1098	dnaJ_1		COG0484	Chaperone protein DnaJ
FFBLHJNO_00522	CDS	1899	dnaK_2		COG0443	Chaperone protein DnaK
FFBLHJNO_00523	CDS	549	grpE		COG0576	Protein GrpE
FFBLHJNO_00524	CDS	189				hypothetical protein
FFBLHJNO_00525	CDS	1551	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
FFBLHJNO_00526	CDS	1584				hypothetical protein
FFBLHJNO_00527	CDS	435				hypothetical protein
FFBLHJNO_00528	CDS	1809				hypothetical protein
FFBLHJNO_00529	CDS	786	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
FFBLHJNO_00530	CDS	807				hypothetical protein
FFBLHJNO_00531	CDS	612				hypothetical protein
FFBLHJNO_00532	CDS	1287				hypothetical protein
FFBLHJNO_00533	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
FFBLHJNO_00534	CDS	762	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
FFBLHJNO_00535	CDS	747				hypothetical protein
FFBLHJNO_00536	CDS	2823				hypothetical protein
FFBLHJNO_00537	CDS	1434				hypothetical protein
FFBLHJNO_00538	tRNA	75				tRNA-Glu(ttc)
FFBLHJNO_00539	tRNA	73				tRNA-Lys(ttt)
FFBLHJNO_00540	tRNA	75				tRNA-Lys(ctt)
FFBLHJNO_00541	CDS	630				hypothetical protein
FFBLHJNO_00542	CDS	360				hypothetical protein
FFBLHJNO_00543	CDS	696	ybhL		COG0670	Inner membrane protein YbhL
FFBLHJNO_00544	CDS	2076	fusA_1		COG0480	Elongation factor G
FFBLHJNO_00545	CDS	228				hypothetical protein
FFBLHJNO_00546	CDS	1080				hypothetical protein
FFBLHJNO_00547	CDS	534				hypothetical protein
FFBLHJNO_00548	CDS	633				hypothetical protein
FFBLHJNO_00549	CDS	1221				hypothetical protein
FFBLHJNO_00550	CDS	1365	xylB	2.7.1.17	COG1070	Xylulose kinase
FFBLHJNO_00551	CDS	705				hypothetical protein
FFBLHJNO_00552	CDS	597	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FFBLHJNO_00553	CDS	2760	polA	2.7.7.7	COG0258	DNA polymerase I
FFBLHJNO_00554	CDS	399				hypothetical protein
FFBLHJNO_00555	CDS	420	fliS			Flagellar secretion chaperone FliS
FFBLHJNO_00556	CDS	381	cheY_1		COG0784	Chemotaxis protein CheY
FFBLHJNO_00557	CDS	2007	ligA	6.5.1.2		DNA ligase
FFBLHJNO_00558	CDS	2103	smc_2			Chromosome partition protein Smc
FFBLHJNO_00559	CDS	1866				hypothetical protein
FFBLHJNO_00560	CDS	462				hypothetical protein
FFBLHJNO_00561	CDS	864				hypothetical protein
FFBLHJNO_00562	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
FFBLHJNO_00563	CDS	1722	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
FFBLHJNO_00564	CDS	570				hypothetical protein
FFBLHJNO_00565	CDS	1848	htpG		COG0326	Chaperone protein HtpG
FFBLHJNO_00566	CDS	1395	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FFBLHJNO_00567	CDS	540				hypothetical protein
FFBLHJNO_00568	CDS	516				hypothetical protein
FFBLHJNO_00569	CDS	516				hypothetical protein
FFBLHJNO_00570	CDS	537	cheW_2		COG0835	Chemotaxis protein CheW
FFBLHJNO_00571	CDS	312				hypothetical protein
FFBLHJNO_00572	CDS	2148	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
FFBLHJNO_00573	CDS	1152	cheB_3	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
FFBLHJNO_00574	CDS	1773				hypothetical protein
FFBLHJNO_00575	CDS	375	cheY_2		COG0784	Chemotaxis protein CheY
FFBLHJNO_00576	CDS	1344		3.4.13.-	COG0624	Putative dipeptidase
FFBLHJNO_00577	tRNA	86				tRNA-Leu(caa)
FFBLHJNO_00578	CDS	690				hypothetical protein
FFBLHJNO_00579	CDS	1065	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FFBLHJNO_00580	CDS	819	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FFBLHJNO_00581	CDS	861				hypothetical protein
FFBLHJNO_00582	CDS	1611	pyrG	6.3.4.2		CTP synthase
FFBLHJNO_00583	CDS	588				hypothetical protein
FFBLHJNO_00584	CDS	1182				hypothetical protein
FFBLHJNO_00585	CDS	3456	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FFBLHJNO_00586	CDS	573				hypothetical protein
FFBLHJNO_00587	CDS	2064	recG	3.6.4.12		ATP-dependent DNA helicase RecG
FFBLHJNO_00588	CDS	795				hypothetical protein
FFBLHJNO_00589	CDS	1350				hypothetical protein
FFBLHJNO_00590	CDS	102				hypothetical protein
FFBLHJNO_00591	CDS	1344				hypothetical protein
FFBLHJNO_00592	CDS	1356	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FFBLHJNO_00593	CDS	1050				hypothetical protein
FFBLHJNO_00594	CDS	2181	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
FFBLHJNO_00595	CDS	1047	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
FFBLHJNO_00596	CDS	837	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
FFBLHJNO_00597	CDS	1278				hypothetical protein
FFBLHJNO_00598	CDS	705				hypothetical protein
FFBLHJNO_00599	CDS	1932		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
FFBLHJNO_00600	CDS	1755	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
FFBLHJNO_00601	CDS	594				hypothetical protein
FFBLHJNO_00602	CDS	2217				hypothetical protein
FFBLHJNO_00603	CDS	2199				hypothetical protein
FFBLHJNO_00604	CDS	918	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FFBLHJNO_00605	CDS	1446	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FFBLHJNO_00606	CDS	1554				hypothetical protein
FFBLHJNO_00607	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FFBLHJNO_00608	CDS	678	dnaJ_2			Chaperone protein DnaJ
FFBLHJNO_00609	CDS	1794				hypothetical protein
FFBLHJNO_00610	CDS	1503	glcA		COG1620	Glycolate permease GlcA
FFBLHJNO_00611	CDS	939	dacA_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
FFBLHJNO_00612	CDS	492	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
FFBLHJNO_00613	CDS	1422	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FFBLHJNO_00614	tRNA	76				tRNA-His(gtg)
FFBLHJNO_00615	tRNA	74				tRNA-Arg(tcg)
FFBLHJNO_00616	tRNA	83				tRNA-Leu(tag)
FFBLHJNO_00617	tRNA	72				tRNA-Gly(gcc)
FFBLHJNO_00618	CDS	1347	tig	5.2.1.8	COG0544	Trigger factor
FFBLHJNO_00619	CDS	600	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
FFBLHJNO_00620	CDS	1290	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FFBLHJNO_00621	CDS	2436	lon1_2	3.4.21.53	COG0466	Lon protease 1
FFBLHJNO_00622	CDS	150				hypothetical protein
FFBLHJNO_00623	CDS	627	rpsD		COG0522	30S ribosomal protein S4
FFBLHJNO_00624	tRNA	74				tRNA-Met(cat)
FFBLHJNO_00625	CDS	1299	zitB			Zinc transporter ZitB
FFBLHJNO_00626	CDS	369				hypothetical protein
FFBLHJNO_00627	CDS	456	cdd	3.5.4.5	COG0295	Cytidine deaminase
FFBLHJNO_00628	CDS	960	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
FFBLHJNO_00629	CDS	1656	nagZ_2	3.2.1.52		Beta-hexosaminidase
FFBLHJNO_00630	tRNA	74				tRNA-Met(cat)
FFBLHJNO_00631	CDS	546	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
FFBLHJNO_00632	CDS	1215	ackA	2.7.2.1	COG0282	Acetate kinase
FFBLHJNO_00633	CDS	3369	mfd	3.6.4.-		Transcription-repair-coupling factor
FFBLHJNO_00634	CDS	963				hypothetical protein
FFBLHJNO_00635	CDS	2049				hypothetical protein
FFBLHJNO_00636	tRNA	72				tRNA-Asn(gtt)
FFBLHJNO_00637	CDS	255	rnmV	3.1.26.8		Ribonuclease M5
FFBLHJNO_00638	CDS	1269	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
FFBLHJNO_00639	CDS	726				hypothetical protein
FFBLHJNO_00640	CDS	1848	fruA		COG1299	PTS system fructose-specific EIIABC component
FFBLHJNO_00641	CDS	909	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
FFBLHJNO_00642	tRNA	76				tRNA-Asp(gtc)
FFBLHJNO_00643	CDS	1827	recD	3.1.11.5		RecBCD enzyme subunit RecD
FFBLHJNO_00644	CDS	3477	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
FFBLHJNO_00645	CDS	3222	recC	3.1.11.5		RecBCD enzyme subunit RecC
FFBLHJNO_00646	CDS	1446	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
FFBLHJNO_00647	CDS	1434	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FFBLHJNO_00648	CDS	1341				hypothetical protein
FFBLHJNO_00649	CDS	1050	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
FFBLHJNO_00650	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
FFBLHJNO_00651	CDS	804	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
FFBLHJNO_00652	CDS	1044	potA	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
FFBLHJNO_00653	CDS	834	rbgA		COG1161	Ribosome biogenesis GTPase A
FFBLHJNO_00654	CDS	630	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
FFBLHJNO_00655	CDS	1545	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FFBLHJNO_00656	CDS	984				hypothetical protein
FFBLHJNO_00657	CDS	519				hypothetical protein
FFBLHJNO_00658	CDS	1689				hypothetical protein
FFBLHJNO_00659	CDS	1635	groL		COG0459	60 kDa chaperonin
FFBLHJNO_00660	CDS	297				hypothetical protein
FFBLHJNO_00661	CDS	309				hypothetical protein
FFBLHJNO_00662	CDS	1764				hypothetical protein
FFBLHJNO_00663	CDS	900	secF		COG0341	Protein translocase subunit SecF
FFBLHJNO_00664	CDS	1152				hypothetical protein
FFBLHJNO_00665	CDS	840	cbpA		COG2214	Curved DNA-binding protein
FFBLHJNO_00666	CDS	1140				hypothetical protein
FFBLHJNO_00667	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
FFBLHJNO_00668	CDS	747	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FFBLHJNO_00669	CDS	1566	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
FFBLHJNO_00670	CDS	873	era		COG1159	GTPase Era
FFBLHJNO_00671	CDS	360				hypothetical protein
FFBLHJNO_00672	CDS	408				hypothetical protein
FFBLHJNO_00673	CDS	435				hypothetical protein
FFBLHJNO_00674	CDS	633				hypothetical protein
FFBLHJNO_00675	CDS	960				hypothetical protein
FFBLHJNO_00676	CDS	1026				hypothetical protein
FFBLHJNO_00677	CDS	513				hypothetical protein
FFBLHJNO_00678	CDS	1041	flaA			Flagellar filament outer layer protein
FFBLHJNO_00679	CDS	2565				hypothetical protein
FFBLHJNO_00680	CDS	1386				hypothetical protein
FFBLHJNO_00681	CDS	486				hypothetical protein
FFBLHJNO_00682	CDS	441	cheY_3		COG0784	Chemotaxis protein CheY
FFBLHJNO_00683	CDS	513				hypothetical protein
FFBLHJNO_00684	CDS	1047				hypothetical protein
FFBLHJNO_00685	CDS	864				hypothetical protein
FFBLHJNO_00686	CDS	663	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
FFBLHJNO_00687	CDS	1593	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
FFBLHJNO_00688	CDS	1152				hypothetical protein
FFBLHJNO_00689	CDS	927				hypothetical protein
FFBLHJNO_00690	CDS	2226				hypothetical protein
FFBLHJNO_00691	CDS	1902				hypothetical protein
FFBLHJNO_00692	CDS	1065	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
FFBLHJNO_00693	CDS	1224	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
FFBLHJNO_00694	CDS	1080	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
FFBLHJNO_00695	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
FFBLHJNO_00696	CDS	939				hypothetical protein
FFBLHJNO_00697	CDS	939				hypothetical protein
FFBLHJNO_00698	CDS	894	galK	2.7.1.6		Galactokinase
FFBLHJNO_00699	tRNA	74				tRNA-Val(tac)
FFBLHJNO_00700	CDS	444			COG2340	putative protein
FFBLHJNO_00701	CDS	525				hypothetical protein
FFBLHJNO_00702	CDS	2010	fusA_2		COG0480	Elongation factor G
FFBLHJNO_00703	CDS	1209				hypothetical protein
FFBLHJNO_00704	CDS	1350	ffh		COG0541	Signal recognition particle protein
FFBLHJNO_00705	CDS	252	rpsP		COG0228	30S ribosomal protein S16
FFBLHJNO_00706	CDS	249				hypothetical protein
FFBLHJNO_00707	CDS	501	rimM		COG0806	Ribosome maturation factor RimM
FFBLHJNO_00708	CDS	720	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
FFBLHJNO_00709	CDS	363	rplS		COG0335	50S ribosomal protein L19
FFBLHJNO_00710	CDS	831				hypothetical protein
FFBLHJNO_00711	CDS	261				hypothetical protein
FFBLHJNO_00712	CDS	168				hypothetical protein
FFBLHJNO_00713	CDS	540				hypothetical protein
FFBLHJNO_00714	CDS	498	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
FFBLHJNO_00715	CDS	183	rpmF			50S ribosomal protein L32
FFBLHJNO_00716	CDS	243	acpP		COG0236	Acyl carrier protein
FFBLHJNO_00717	CDS	732	rnc	3.1.26.3	COG0571	Ribonuclease 3
FFBLHJNO_00718	CDS	1224	cca	2.7.7.72		CCA-adding enzyme
FFBLHJNO_00719	CDS	1806				hypothetical protein
FFBLHJNO_00720	CDS	321				hypothetical protein
FFBLHJNO_00721	tRNA	74				tRNA-Thr(tgt)
FFBLHJNO_00722	tRNA	82				tRNA-Tyr(gta)
FFBLHJNO_00723	CDS	1035	mltG	4.2.2.-		Endolytic murein transglycosylase
FFBLHJNO_00724	CDS	1776	dnaG	2.7.7.-	COG0358	DNA primase
FFBLHJNO_00725	CDS	1893	rpoD			RNA polymerase sigma factor RpoD
FFBLHJNO_00726	CDS	759				hypothetical protein
FFBLHJNO_00727	CDS	966				hypothetical protein
FFBLHJNO_00728	CDS	1050	mbl		COG1077	MreB-like protein
FFBLHJNO_00729	CDS	846				hypothetical protein
FFBLHJNO_00730	CDS	483				hypothetical protein
FFBLHJNO_00731	CDS	1803	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
FFBLHJNO_00732	CDS	1320	ftsW_2			Putative lipid II flippase FtsW
FFBLHJNO_00733	CDS	1752	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
FFBLHJNO_00734	CDS	624				hypothetical protein
FFBLHJNO_00735	CDS	1443				hypothetical protein
FFBLHJNO_00736	CDS	525				hypothetical protein
FFBLHJNO_00737	CDS	1320	ktrB		COG0168	Ktr system potassium uptake protein B
FFBLHJNO_00738	CDS	783	ktrA		COG0569	Ktr system potassium uptake protein A
FFBLHJNO_00739	CDS	972				Iron-sulfur cluster carrier protein
FFBLHJNO_00740	CDS	1350	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
FFBLHJNO_00741	CDS	1332	npr	1.11.1.1	COG0446	NADH peroxidase
FFBLHJNO_00742	CDS	1389	tcyP		COG1823	L-cystine uptake protein TcyP
FFBLHJNO_00743	CDS	1578	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FFBLHJNO_00744	CDS	405				hypothetical protein
